MAL_ID,Studios
3805,Nomad
3806,Tsuchida Productions
3807,Tatsunoko Production
3808,Kokusai Eigasha
3809,Tatsunoko Production
3810,Tatsunoko Production
3811,Unknown
3812,Unknown
3813,Studio Pierrot
3816,Daume
3817,Unknown
3818,Unknown
3819,Unknown
3820,Studio Ghibli
3821,Studio Ghibli
3822,Nippon Animation
3823,Nippon Animation
3824,Unknown
3825,Nippon Animation
3826,Unknown
3827,Nippon Animation
3828,Nippon Animation
3829,Madhouse
3832,Unknown
3833,Unknown
3834,Studio Zero
3835,Nippon Animation
3836,Visual 80
3837,Sunrise
3838,Toei Animation
3839,Toei Animation
3840,Unknown
3841,Madhouse
3842,Toei Animation
3843,Toei Animation
3844,Toei Animation
3845,Toei Animation
3846,Toei Animation
3847,Toei Animation
3848,Toei Animation
3849,Tatsunoko Production
3853,Unknown
3854,Planet
3858,Tatsunoko Production
3859,Madhouse
3861,Nippon Animation
3861,Xebec
3863,Madhouse
3864,Unknown
3866,GEN Productions
3868,Unknown
3869,Nippon Animation
3870,Toei Animation
3873,Unknown
3874,Production Reed
3875,Toei Animation
3876,Toei Animation
3877,DAX Production
3878,Toei Animation
3879,DAX Production
3880,Unknown
3881,Toei Animation
3882,Unknown
3883,Unknown
3884,Unknown
3885,Asahi Production
3886,Unknown
3887,A-1 Pictures
3888,Unknown
3889,Madhouse
3890,Unknown
3895,Unknown
3896,Unknown
3898,Unknown
3900,Dai-Ichi Douga
3900,Dongyang Animation
3901,Brain's Base
3902,Unknown
3905,Toei Animation
3906,Toei Animation
3907,E&G Films
3908,Unknown
3909,Toei Animation
3910,animate Film
3911,Triple X
3912,Unknown
3913,OLM
3913,Pastel
3914,Unknown
3915,Tatsunoko Production
3916,Unknown
3917,Unknown
3918,Studio Eromatick
3919,Studio Jam
3920,Unknown
3921,Unknown
3922,Unknown
3923,Unknown
3927,Sunrise
3929,Unknown
3930,Unknown
3931,A.C.G.T.
3932,Toei Animation
3935,Bones
3936,Tatsunoko Production
3937,Studio Pierrot
3939,T-Rex
3940,Milky Animation Label
3941,Anime Antenna Iinkai
3942,Knack Productions
3944,Unknown
3945,Unknown
3946,Tokyo Movie Shinsha
3947,Tokyo Movie Shinsha
3948,Xebec
3950,Unknown
3951,Unknown
3952,Production I.G
3953,Unknown
3954,ufotable
3956,J.C.Staff
3958,A-1 Pictures
3958,Ordet
3960,Unknown
3962,Production I.G
3962,Trans Arts
3963,Sunrise
3964,Sunrise
3965,J.C.Staff
3968,Unknown
3969,Toei Animation
3970,Unknown
3972,Gallop
3973,Nippon Animation
3974,A-1 Pictures
3975,Toei Animation
3975,Daewon Media
3976,Unknown
3977,Unknown
3980,Unknown
3981,Unknown
3982,Unknown
3983,Unknown
3989,J.C.Staff
3990,Shochiku Animation Institute
3991,Studio 4°C
3992,Unknown
3995,Unknown
3998,Unknown
3999,Unknown
4000,Studio Jam
4003,Anime R
4004,Unknown
4009,Unknown
4010,T-Rex
4011,Unknown
4012,Studio 4°C
4013,Tatsunoko Production
4014,Nippon Animation
4015,Studio Comet
4017,Blue Cat
4021,Nippon Animation
4021,SynergySP
4021,Shirogumi
4023,Bones
4023,Sanrio
4024,Unknown
4025,Unknown
4026,OLM
4027,Unknown
4028,J.C.Staff
4031,Toei Animation
4033,Actas
4034,Unknown
4037,Sunrise
4038,SynergySP
4039,The Answer Studio
4042,Studio Signal
4044,Dai-Ichi Douga
4049,Planet
4050,TMS Entertainment
4051,Studio Hibari
4052,Trans Arts
4053,M.S.C
4054,Daume
4056,Studio Deen
4057,Unknown
4058,Production Reed
4059,Kyoto Animation
4060,Nippon Animation
4061,Nippon Animation
4062,Eiken
4063,Seven Arcs
4066,Artland
4067,Actas
4068,Actas
4069,Unknown
4070,Unknown
4071,Tezuka Productions
4073,Unknown
4074,Toei Animation
4075,OLM
4078,Unknown
4080,Studio Deen
4081,Brain's Base
4082,Madhouse
4083,Mushi Production
4084,Unknown
4085,Group TAC
4086,Nippon Animation
4087,Manglobe
4088,Mushi Production
4091,Unknown
4094,Bee Train
4094,Production I.G
4094,Madhouse
4094,Studio 4°C
4095,Unknown
4096,Unknown
4097,Unknown
4098,Studio 4°C
4099,Unknown
4101,Studio Comet
4103,Production I.G
4104,Unknown
4106,Madhouse
4107,Gainax
4112,Unknown
4113,Toei Animation
4114,Studio Comet
4119,Sunrise
4121,Unknown
4124,Toei Animation
4126,Unknown
4127,Unknown
4129,Unknown
4130,Xebec
4130,Kanaban Graphics
4131,Unknown
4132,Toei Animation
4134,Studio Pierrot
4136,Unknown
4138,Toei Animation
4147,Unknown
4149,Unknown
4150,AIC
4151,Bee Train
4154,Tatsunoko Production
4155,Toei Animation
4156,Daume
4157,Unknown
4158,Studio Ghibli
4161,J.C.Staff
4162,Studio Deen
4163,Gonzo
4164,Unknown
4166,Unknown
4173,J.C.Staff
4176,AIC
4177,Bones
4178,Unknown
4181,Kyoto Animation
4182,Bones
4183,Toei Animation
4186,Zexcs
4187,Unknown
4188,Shaft
4189,Studio Comet
4189,KeyEast
4189,REALTHING
4190,Unknown
4191,Production I.G
4192,J.C.Staff
4195,Diomedéa
4196,Arms
4197,Studio Pierrot
4198,Toei Animation
4199,Toei Animation
4200,Sunrise
4200,Kino Production
4201,Unknown
4202,Madhouse
4205,J.C.Staff
4208,Unknown
4209,Studio Deen
4210,Madhouse
4210,Animation Staff Room
4211,Triangle Staff
4213,Zexcs
4214,Gonzo
4218,Unknown
4220,Unknown
4224,J.C.Staff
4232,Sunrise
4240,Toei Animation
4242,Kokusai Eigasha
4244,Unknown
4246,Bones
4246,Kinema Citrus
4250,Toei Animation
4252,AIC
4252,animate Film
4260,Unknown
4262,Doga Kobo
4264,Madhouse
4266,Radix
4266,Marine Entertainment
4278,Suzuki Mirano
4280,ufotable
4282,ufotable
4286,Unknown
4298,Unknown
4304,Unknown
4306,Studio Ghibli
4310,Unknown
4312,APPP
4314,Unknown
4316,Unknown
4318,Unknown
4320,TMS Entertainment
4331,Shogakukan Music & Digital Entertainment
4332,Unknown
4334,Bones
4339,Nippon Animation
4340,Unknown
4342,Unknown
4350,Unknown
4353,Unknown
4355,Studio Jam
4356,Unknown
4357,Unknown
4358,Oz
4360,Unknown
4361,Group TAC
4362,Jinnis Animation Studios
4363,Unknown
4364,Unknown
4365,Unknown
4369,Unknown
4371,Unknown
4375,Group TAC
4378,Unknown
4379,Unknown
4382,Kyoto Animation
4383,Unknown
4385,Unknown
4386,Unknown
4387,Unknown
4389,Unknown
4390,Unknown
4391,Unknown
4392,Unknown
4393,Unknown
4394,Unknown
4395,Unknown
4396,Unknown
4397,Unknown
4398,Unknown
4399,Unknown
4400,Unknown
4406,Unknown
4411,Toei Animation
4415,Production I.G
4416,Sunrise
4417,Gonzo
4418,Unknown
4419,Unknown
4420,Production I.G
4421,Actas
4427,Toei Animation
4437,Studio Pierrot
4439,Tatsunoko Production
4440,Unknown
4443,Studio Hibari
4444,Unknown
4447,TMS Entertainment
4450,Gonzo
4451,J.C.Staff
4452,Unknown
4454,Satelight
4458,Unknown
4459,Gallop
4460,Studio Rikka
4461,Unknown
4462,Unknown
4463,Unknown
4467,Production I.G
4468,Unknown
4469,Unknown
4470,Unknown
4471,Sunrise
4472,Kyoto Animation
4473,Unknown
4475,Unknown
4476,Unknown
4477,J.C.Staff
4479,Unknown
4480,Unknown
4481,Toei Animation
4483,Hal Film Maker
4484,Magic Bus
4485,Magic Bus
4486,Toei Animation
4487,Unknown
4488,Unknown
4489,Unknown
4490,Unknown
4491,Blue Cat
4492,Studio Jam
4493,Unknown
4494,Studio Jam
4495,Unknown
4496,Green Bunny
4497,Unknown
4498,Unknown
4502,Unknown
4503,Tatsunoko Production
4503,Studio World
4504,Tokyo Movie Shinsha
4508,feel.
4509,Unknown
4511,Unknown
4513,Toei Animation
4514,Nippon Animation
4515,Nippon Animation
4521,Unknown
4522,J.C.Staff
4524,Unknown
4531,Unknown
4532,Sunrise
4533,Doga Kobo
4534,Nippon Animation
4535,AIC
4536,Sunrise
4537,Production I.G
4540,Sunrise
4541,Unknown
4544,Unknown
4547,Toei Animation
4548,Nomad
4549,Satelight
4550,Nippon Animation
4551,Artland
4553,Unknown
4554,Studio Pierrot
4555,Y.O.U.C
4556,Unknown
4557,Unknown
4558,Unknown
4560,Unknown
4561,Unknown
4562,Unknown
4563,SynergySP
4565,Gainax
4566,Unknown
4567,Unknown
4574,Sunrise
4575,Unknown
4578,Tatsunoko Production
4581,Gainax
4581,feel.
4584,Nippon Animation
4586,Daume
4590,Unknown
4591,Studio Pierrot
4596,Sunrise
4597,Unknown
4598,Tatsunoko Production
4599,Unknown
4600,Office Takeout
4601,Unknown
4603,Unknown
4604,Unknown
4606,Unknown
4607,Flavors Soft
4608,Unknown
4614,Toei Animation
4615,Nippon Animation
4616,Nippon Animation
4617,Unknown
4618,Madhouse
4621,Unknown
4638,Unknown
4639,Studio Pierrot
4640,Studio Pierrot
4644,Unknown
4645,Unknown
4646,Magic Bus
4650,Sunrise
4651,Toei Animation
4653,Blue Cat
4654,J.C.Staff
4657,Gonzo
4660,Unknown
4662,Unknown
4663,Production Reed
4664,Gallop
4664,Studio Deen
4667,Unknown
4672,Production I.G
4675,Unknown
4680,TMS Entertainment
4681,Triangle Staff
4682,Unknown
4684,TMS Entertainment
4685,A-1 Pictures
4688,J.C.Staff
4689,Studio Ghibli
4689,Ajia-Do
4690,Toei Animation
4692,Unknown
4693,Unknown
4697,Studio Sign
4698,Unknown
4699,Unknown
4700,Unknown
4701,Unknown
4703,Toei Animation
4705,Gainax
4709,Sunrise
4712,Toei Animation
4713,Asahi Production
4714,Unknown
4715,J.C.Staff
4717,Unknown
4718,Studio Fantasia
4719,Arms
4720,Seven Arcs
4722,Hal Film Maker
4723,Nippon Animation
4725,AIC Spirits
4725,Asread
4726,Gonzo
4729,Arms
4730,Unknown
4731,Unknown
4732,Suzuki Mirano
4733,Unknown
4737,DLE
4742,Studio Deen
4744,TNK
4752,Studio Deen
4756,Studio Deen
4760,Xebec
4761,Unknown
4763,Unknown
4765,Artland
4772,Hal Film Maker
4773,Nippon Animation
4774,Unknown
4775,Unknown
4782,Nippon Animation
4786,Diomedéa
4789,Shaft
4790,Unknown
4792,OLM
4793,OLM
4794,OLM
4795,OLM
4798,Gonzo
4799,Unknown
4800,Aubec
4801,Unknown
4802,Unknown
4803,Arms
4804,Unknown
4807,Sunrise
4808,Tatsunoko Production
4810,Tatsunoko Production
4811,Daume
4813,Unknown
4814,Studio Deen
4816,Suzuki Mirano
4817,Unknown
4818,Unknown
4819,Unknown
4820,Unknown
4821,Unknown
4822,Unknown
4823,Studio Comet
4824,Unknown
4825,Unknown
4827,Rikuentai
4832,Unknown
4833,Unknown
4834,AIC
4835,Studio Pierrot
4840,Unknown
4841,Unknown
4842,Unknown
4848,Unknown
4849,Unknown
4851,TMS Entertainment
4852,Unknown
4853,Unknown
4854,animate Film
4855,animate Film
4856,animate Film
4866,Sugar Boy
4866,Blue Cat
4867,Unknown
4868,Unknown
4872,Shaft
4874,OLM
4876,Visual 80
4879,Madhouse
4884,Sunrise
4886,Sunrise
4890,Production I.G
4896,Studio Deen
4898,A-1 Pictures
4901,Madhouse
4903,Xebec
4905,Tatsunoko Production
4907,Toei Animation
4908,Unknown
4910,OLM
4917,Tezuka Productions
4918,Production I.G
4921,Nippon Ramayana Film Co.
4923,Studio Pierrot
4926,Nippon Animation
4927,animate Film
4928,Unknown
4929,Studio Deen
4933,Unknown
4934,Unknown
4935,Toei Animation
4936,Shin-Ei Animation
4938,Production I.G
4939,Unknown
4940,Unknown
4941,Unknown
4943,Unknown
4946,Unknown
4948,Toei Animation
4961,Toei Animation
4962,Studio Deen
4966,Unknown
4967,Unknown
4970,Gonzo
4975,Madhouse
4981,Madhouse
4981,Tatsunoko Production
4983,Madhouse
4985,Seven Arcs
4991,Toei Animation
4997,Gainax
4999,AIC
5002,Studio Pierrot
5005,AIC ASTA
5006,Toei Animation
5013,Toei Animation
5014,Nippon Animation
5016,Studio 4°C
5017,Studio 4°C
5018,Studio 4°C
5019,TMS Entertainment
5020,Arms
5022,Tatsunoko Production
5023,Tele-Cartoon Japan
5025,animate Film
5025,Studio Kikan
5027,Madhouse
5028,SynergySP
5029,Xebec
5030,Shaft
5031,Magic Bus
5032,Magic Bus
5034,Gainax
5034,feel.
5036,Unknown
5037,Minami Machi Bugyousho
5039,Madhouse
5040,Madhouse
5041,Satelight
5042,feel.
5043,Unknown
5045,Madhouse
5049,Unknown
5051,Gonzo
5052,Nippon Animation
5053,AIC
5053,Magic Bus
5053,Ashi Production
5054,Flavors Soft
5056,Unknown
5060,Studio Deen
5065,Studio 4°C
5070,Production Reed
5071,OLM
5072,Gonzo
5074,A-1 Pictures
5075,Sunrise
5079,Sunrise
5080,AIC PLUS+
5081,Shaft
5082,Sunrise
5082,Toei Animation
5084,Madhouse
5085,Unknown
5088,E&G Films
5089,Unknown
5090,Studio Nue
5091,Unknown
5096,Shin-Ei Animation
5097,Office Take Off
5098,Toei Animation
5101,Unknown
5104,Unknown
5107,Unknown
5108,Unknown
5109,Unknown
5112,Brain's Base
5114,Bones
5116,AIC
5117,Unknown
5118,Kyoto Animation
5129,Unknown
5131,Unknown
5132,Ajia-Do
5132,Group TAC
5133,Unknown
5136,Unknown
5140,Unknown
5141,J.C.Staff
5143,Unknown
5147,Chaos Project
5150,J.C.Staff
5151,Gainax
5151,Magic Bus
5152,Toei Animation
5153,Sunrise
5154,Unknown
5155,TMS Entertainment
5155,Tezuka Productions
5157,Madhouse
5158,Unknown
5159,Unknown
5160,Unknown
5162,Asread
5163,Sunrise
5164,Unknown
5165,Unknown
5167,Unknown
5168,Production I.G
5172,Flavors Soft
5173,Unknown
5177,Brain's Base
5178,Studio 4°C
5184,Toei Animation
5189,Unknown
5190,Unknown
5191,Unknown
5192,Shin-Ei Animation
5193,Unknown
5194,Flavors Soft
5196,Hal Film Maker
5197,Unknown
5199,Gonzo
5200,Ashi Production
5201,Unknown
5203,Toei Animation
5204,ufotable
5205,ufotable
5207,Unknown
5208,Unknown
5209,Unknown
5210,Unknown
5211,Unknown
5212,Unknown
5213,Unknown
5214,Unknown
5216,Zexcs
5217,Unknown
5220,Gonzo
5223,Unknown
5225,Unknown
5226,Madhouse
5228,A.C.G.T.
5231,OLM
5232,Unknown
5233,J.C.Staff
5234,A-1 Pictures
5235,TMS Entertainment
5237,Unknown
5238,Production I.G
5238,Trans Arts
5240,Unknown
5241,Unknown
5244,Hal Film Maker
5246,Studio Pierrot
5249,Tezuka Productions
5250,Unknown
5251,Toei Animation
5252,Toei Animation
5256,OLM
5258,Madhouse
5259,animate Film
5260,Unknown
5262,Satelight
5263,Unknown
5266,Production Reed
5267,Tokyo Movie Shinsha
5270,Sunrise
5272,Nippon Animation
5273,Unknown
5274,Toei Animation
5276,Unknown
5277,Seven Arcs
5278,Magic Bus
5279,Seven Arcs
5281,Unknown
5285,Unknown
5287,Tatsunoko Production
5288,Bones
5289,Unknown
5290,Sunrise
5291,TMS Entertainment
5292,Toei Animation
5293,Tezuka Productions
5296,Toei Animation
5298,Unknown
5299,Unknown
5300,Brain's Base
5303,Sunrise
5304,Unknown
5305,Doga Kobo
5306,ufotable
5307,Sunrise
5308,Pastel
5310,Satelight
5310,8bit
5311,Toei Animation
5314,Unknown
5315,Flavors Soft
5316,Unknown
5321,Unknown
5322,Gonzo
5322,Production I.G
5324,Unknown
5330,Unknown
5332,Production I.G
5333,Arms
5337,TMS Entertainment
5341,Brain's Base
5341,Marvy Jack
5342,Seven Arcs
5343,TMS Entertainment
5344,Tatsunoko Production
5347,Unknown
5348,TMS Entertainment
5351,Sunrise
5353,Egg
5355,Production I.G
5356,P.A. Works
5365,Oh! Production
5369,Studio 4°C
5372,Sunrise
5374,Unknown
5375,Magic Bus
5383,Unknown
5386,Production I.G
5391,Sugar Boy
5391,Blue Cat
5393,Unknown
5395,Sunrise
5396,Sunrise
5397,Kanaban Graphics
5398,Unknown
5399,Unknown
5400,AIC
5401,Unknown
5402,Unknown
5403,Unknown
5408,Unknown
5411,Unknown
5415,Toei Animation
5419,Shaft
5420,Production I.G
5420,Trans Arts
5421,Unknown
5423,Unknown
5424,Unknown
5427,Unknown
5439,Unknown
5440,Sunrise
5447,Madhouse
5449,Sunrise
5454,Nomad
5455,Unknown
5458,Unknown
5460,Tokyo Movie Shinsha
5462,Gainax
5464,Unknown
5466,Unknown
5468,Unknown
5469,Unknown
5472,Unknown
5473,Toei Animation
5474,Tatsunoko Production
5475,Tatsunoko Production
5476,Tezuka Productions
5477,Actas
5477,TMS Entertainment
5478,Unknown
5484,Unknown
5485,Bee Media
5485,Code
5492,Unknown
5493,Sunrise
5493,Studio Deen
5494,Nippon Animation
5496,Unknown
5501,AIC ASTA
5503,Unknown
5504,Diomedéa
5505,AIC Spirits
5505,Digital Frontier
5507,A-1 Pictures
5515,Toei Animation
5520,Studio Comet
5521,J.C.Staff
5522,Unknown
5525,Studio Deen
5526,OLM
5529,OLM
5530,Xebec
5534,Eiken
5535,Nippon Animation
5538,Studio Pierrot
5539,Gonzo
5540,Unknown
5541,Unknown
5542,Unknown
5543,Unknown
5544,Unknown
5545,Unknown
5546,Unknown
5547,Unknown
5548,Unknown
5549,Studio Kikan
5550,Unknown
5551,Unknown
5552,Unknown
5553,Unknown
5554,Madhouse
5555,Unknown
5556,Milky Animation Label
5556,Studio Jam
5557,Unknown
5558,Unknown
5559,Unknown
5560,Unknown
5561,Unknown
5563,Unknown
5564,Unknown
5565,Unknown
5566,Unknown
5567,Unknown
5568,Unknown
5569,Unknown
5570,Office AO
5571,Unknown
5572,Unknown
5573,Unknown
5575,Unknown
5576,Unknown
5578,TMS Entertainment
5581,Tatsunoko Production
5583,Marza Animation Planet
5584,Unknown
5585,Unknown
5586,Unknown
5587,Unknown
5588,Unknown
5589,Unknown
5590,Unknown
5593,David Production
5594,Nippon Animation
5597,Shaft
5600,Nippon Animation
5602,Unknown
5603,Unknown
5605,Unknown
5606,Unknown
5607,Unknown
5608,Unknown
5609,Unknown
5610,Unknown
5611,Unknown
5612,Unknown
5613,Unknown
5614,Studio Jam
5618,Tokyo Movie Shinsha
5620,Unknown
5621,Unknown
5622,Gainax
5624,Unknown
5628,Shin-Ei Animation
5629,Unknown
5630,Production I.G
5631,Unknown
5632,Unknown
5636,Unknown
5640,Unknown
5643,Suzuki Mirano
5644,Himajin Planning
5645,Studio Jam
5646,Studio Jam
5647,Unknown
5648,Unknown
5649,Unknown
5651,Unknown
5652,Unknown
5653,Unknown
5656,J.C.Staff
5658,Toei Animation
5661,Unknown
5662,Unknown
5663,Unknown
5664,Unknown
5665,Unknown
5667,Xebec
5670,AIC PLUS+
5671,Gonzo
5671,Picture Magic
5673,J.C.Staff
5674,Unknown
5675,Satelight
5678,Madhouse
5680,Kyoto Animation
5681,Madhouse
5682,Bee Train
5684,Toei Animation
5686,Unknown
5687,Unknown
5688,Toei Animation
5689,Studio Pierrot
5690,J.C.Staff
5691,Unknown
5693,Unknown
5702,Kyoto Animation
5710,Sunrise
5712,Telescreen
5713,Asread
5715,Shaft
5717,Yumeta Company
5719,Unknown
5723,Sunrise
5725,Sunrise
5733,Unknown
5734,SILVER LINK.
5742,Unknown
5743,Unknown
5751,M.S.C
5753,Toei Animation
5755,Sunrise
5760,Mushi Production
5762,T-Rex
5763,Unknown
5764,J.C.Staff
5772,TNK
5773,Unknown
5774,PrimeTime
5781,AIC Spirits
5781,BeSTACK
5783,Unknown
5784,AIC
5785,Toei Animation
5799,Unknown
5802,Toei Animation
5809,TMS Entertainment
5810,Unknown
5811,Unknown
5812,Unknown
5813,Unknown
5814,Unknown
5819,Toei Animation
5821,A-1 Pictures
5826,Unknown
5828,Studio Deen
5829,Nippon Animation
5830,Shin-Ei Animation
5832,Toei Animation
5833,Tatsunoko Production
5834,TMS Entertainment
5835,Studio Pierrot
5838,Unknown
5841,Studio Deen
5842,Unknown
5844,OLM
5845,OLM
5848,Madhouse
5849,SynergySP
5854,Nippon Animation
5859,Asread
5862,Unknown
5865,J.C.Staff
5868,Unknown
5869,Unknown
5870,Unknown
5871,Unknown
5872,Unknown
5873,Unknown
5874,Unknown
5875,Unknown
5876,Studio Hibari
5876,Grouper Productions
5877,Production I.G
5878,Unknown
5880,Unknown
5883,TMS Entertainment
5886,Ashi Production
5889,Unknown
5890,Unknown
5891,Toei Animation
5895,Production I.G
5900,Unknown
5902,PrimeTime
5904,Production I.G
5907,Kaname Productions
5908,Kyoto Animation
5908,Production I.G
5908,Shin-Ei Animation
5909,Studio Deen
5914,feel.
5916,Unknown
5917,Unknown
5918,Madhouse
5920,Toei Animation
5921,Nippon Animation
5922,Toei Animation
5923,Toei Animation
5924,Grouper Productions
5924,Animation Staff Room
5925,J.C.Staff
5926,J.C.Staff
5927,Artland
5928,Ripple Film
5929,Mushi Production
5930,Unknown
5931,Unknown
5933,Sunrise
5934,Filmlink International
5935,Madhouse
5936,Unknown
5938,Studio Comet
5940,Manglobe
5941,SynergySP
5943,Unknown
5945,Heewon Entertainment
5945,NHK Enterprises
5947,Gainax
5953,Production Reed
5955,J.C.Staff
5956,Unknown
5957,Kyoto Animation
5958,AIC ASTA
5959,Pink Pineapple
5962,Tatsunoko Production
5962,SynergySP
5962,Seven
5967,Toei Animation
5968,Toei Animation
5973,Studio Hibari
5978,A-1 Pictures
5978,Ordet
5983,Kinema Citrus
5984,David Production
5986,TMS Entertainment
5987,Unknown
5990,Unknown
5992,Unknown
5993,Unknown
5994,Unknown
5996,Production I.G
5997,Toei Animation
5998,Production I.G
5998,Polygon Pictures
6000,Unknown
6007,Brain's Base
6007,Marvy Jack
6008,Studio Comet
6012,Unknown
6015,Unknown
6016,Unknown
6018,Unknown
6023,Diomedéa
6024,Madhouse
6025,Unknown
6028,Toei Animation
6030,Madhouse
6031,J.C.Staff
6032,Satelight
6033,Toei Animation
6038,Unknown
6041,Unknown
6045,Production I.G
6046,Production I.G
6050,Shaft
6055,Studio Deen
6056,Unknown
6060,Magic Bus
6061,AIC
6062,Unknown
6063,Unknown
6064,Studio Deen
6065,Xebec
6067,Studio Pierrot
6068,J.C.Staff
6069,Milky Cartoon
6071,Unknown
6072,Unknown
6073,Shin-Ei Animation
6074,Shin-Ei Animation
6075,Gainax
6076,Production I.G
6076,animate Film
6077,Tatsunoko Production
6078,animate Film
6078,Visual 80
6087,Toei Animation
6090,Unknown
6091,Nippon Animation
6093,Studio Pierrot
6094,Unknown
6095,Madhouse
6096,Toei Animation
6097,Unknown
6098,Studio Comet
6107,Studio Pierrot
6112,Doga Kobo
6114,Madhouse
6115,TMS Entertainment
6116,Unknown
6117,SynergySP
6119,Studio Deen
6120,Unknown
6122,Unknown
6124,Unknown
6127,J.C.Staff
6129,Zexcs
6130,Toei Animation
6131,Unknown
6133,Unknown
6137,Madhouse
6148,Unknown
6149,Nippon Animation
6150,Unknown
6151,A-1 Pictures
6152,Unknown
6153,Toei Animation
6154,Toei Animation
6156,Unknown
6162,Picograph
6163,A-1 Pictures
6164,J.C.Staff
6165,Seven Arcs
6166,AIC PLUS+
6169,Kyoto Animation
6171,TMS Entertainment
6172,OLM
6172,P.A. Works
6178,OLM
6181,Toei Animation
6182,Toei Animation
6183,Toei Animation
6184,Unknown
6187,J.C.Staff
6189,Unknown
6194,Unknown
6195,Nippon Animation
6198,TMS Entertainment
6199,Sunrise
6201,GoHands
6202,Nippon Animation
6203,AIC
6205,Nomad
6206,Unknown
6209,Production Reed
6211,Bones
6211,Kinema Citrus
6213,J.C.Staff
6215,Sunrise
6217,Shin-Ei Animation
6219,Toei Animation
6220,Y.O.U.C
6226,OLM
6227,Unknown
6229,J.C.Staff
6230,J.C.Staff
6231,TMS Entertainment
6234,P.A. Works
6235,Unknown
6245,Ajia-Do
6246,Unknown
6251,Hal Film Maker
6261,Nippon Animation
6262,Madhouse
6266,Toei Animation
6267,Toei Animation
6268,Toei Animation
6270,Toei Video
6271,Toei Animation
6272,Toei Animation
6273,Toei Animation
6275,OLM
6276,Unknown
6277,Group TAC
6280,Anima
6281,Unknown
6286,Unknown
6287,Brain's Base
6288,Sunrise
6291,Kyoto Animation
6293,Unknown
6297,Unknown
6299,Studio Deen
6303,Unknown
6305,Unknown
6310,Toei Animation
6311,Toei Animation
6312,Studio Deen
6318,Unknown
6324,Zexcs
6325,Studio Pierrot
6327,Yumeta Company
6328,Unknown
6330,J.C.Staff
6331,Artmic
6331,animate Film
6336,Sunrise
6337,Office Take Off
6344,Gainax
6346,Unknown
6347,SILVER LINK.
6351,Kyoto Animation
6355,Toei Animation
6361,Shaft
6366,Kitty Films
6368,Zexcs
6372,Production I.G
6374,Tatsunoko Production
6375,Tatsunoko Production
6377,Shaft
6379,Xebec
6380,A-1 Pictures
6381,AIC Spirits
6383,Tama Production
6384,J.C.Staff
6384,animate Film
6385,OLM
6390,Gainax
6392,Studio Hibari
6397,Tatsunoko Production
6399,Production I.G
6401,Shaft
6402,Unknown
6408,Production I.G
6412,Unknown
6413,Toei Animation
6418,Gallop
6419,Unknown
6421,Bones
6422,Blue Cat
6425,Studio Hibari
6428,Knack Productions
6431,Unknown
6437,Sunrise
6438,TMS Entertainment
6443,Studio Fantasia
6444,Studio Pierrot
6447,Unknown
6448,Eiken
6452,Unknown
6460,Unknown
6462,Tezuka Productions
6463,Studio Ghibli
6465,Unknown
6467,Tokyo Movie Shinsha
6468,Unknown
6472,Group TAC
6479,AIC
6481,Asahi Production
6482,Asahi Production
6484,Unknown
6489,J.C.Staff
6491,Unknown
6492,Unknown
6496,Toei Animation
6500,Hoods Entertainment
6505,Unknown
6509,Gallop
6511,Production Reed
6512,AIC
6513,Unknown
6517,Unknown
6518,Unknown
6519,Unknown
6520,Unknown
6522,Unknown
6523,Unknown
6524,Unknown
6525,Unknown
6527,Toei Animation
6528,DLE
6531,Unknown
6533,Studio 4°C
6535,Unknown
6546,Natural High
6547,P.A. Works
6548,Gainax
6553,Studio Deen
6554,Gallop
6555,OLM
6557,J.C.Staff
6558,Unknown
6560,Nippon Animation
6566,Unknown
6567,Sunrise
6568,Unknown
6571,Gainax
6572,J.C.Staff
6573,Bones
6574,Gainax
6577,Unknown
6579,Unknown
6581,Production I.G
6582,AIC ASTA
6583,Toei Animation
6586,Studio Pierrot
6586,Studio Hibari
6587,Sunrise
6590,Unknown
6591,Unknown
6593,Unknown
6594,White Fox
6604,Studio Deen
6604,DAX Production
6607,Unknown
6609,Unknown
6610,Sunrise
6616,CoMix Wave Films
6622,Unknown
6624,ufotable
6625,Toei Animation
6628,Unknown
6629,Toei Animation
6630,Toei Animation
6633,Arms
6634,Production I.G
6635,Schoolzone
6636,Artmic
6637,Production I.G
6641,A-1 Pictures
6645,Zexcs
6653,Toei Animation
6654,Unknown
6657,Arms
6658,Kachidoki Studio
6666,Studio 4°C
6667,Studio 4°C
6670,WAO World
6671,Unknown
6672,Toei Animation
6674,TMS Entertainment
6675,Madhouse
6676,Seven Arcs
6680,Unknown
6682,Doga Kobo
6684,Toei Animation
6685,Unknown
6686,Suzuki Mirano
6687,Unknown
6688,Unknown
6689,Unknown
6690,AIC
6691,T-Rex
6692,Unknown
6693,Tatsunoko Production
6694,PoRO
6695,Unknown
6701,Eiken
6702,Satelight
6702,A-1 Pictures
6704,Arms
6705,SILVER LINK.
6707,A-1 Pictures
6709,J.C.Staff
6712,Shaft
6713,Unknown
6714,Toei Animation
6718,Studio Take Off
6721,Fanworks
6726,Studio Pierrot
6727,Unknown
6728,Unknown
6730,Unknown
6731,Unknown
6733,Toei Animation
6734,Unknown
6735,Unknown
6736,Madhouse
6741,Unknown
6743,Unknown
6746,Brain's Base
6747,Shaft
6748,Nomad
6749,Unknown
