MAL_ID,Licensors
3915,Unknown
3916,Unknown
3917,Unknown
3918,Unknown
3919,Media Blasters
3920,Unknown
3921,Unknown
3922,Unknown
3923,Unknown
3927,Bandai Entertainment
3929,Unknown
3930,Unknown
3931,Unknown
3932,Unknown
3935,Bandai Entertainment
3936,Unknown
3937,Unknown
3939,Unknown
3940,Unknown
3941,Unknown
3942,Unknown
3944,Unknown
3945,Unknown
3946,Unknown
3947,Unknown
3948,Unknown
3950,Unknown
3951,Unknown
3952,Discotek Media
3953,Unknown
3954,Unknown
3956,Funimation
3958,Bandai Entertainment
3960,Unknown
3962,Unknown
3963,Unknown
3964,Unknown
3965,Unknown
3968,ADV Films
3969,Unknown
3970,Kitty Media
3972,4Kids Entertainment
3973,Unknown
3974,Funimation
3975,Unknown
3976,Media Blasters
3977,Nozomi Entertainment
3980,Unknown
3981,Unknown
3982,Unknown
3983,Unknown
3989,Unknown
3990,Funimation
3991,Unknown
3992,Unknown
3995,Unknown
3998,Unknown
3999,Unknown
4000,Unknown
4003,Unknown
4004,Unknown
4009,Unknown
4010,Unknown
4011,Unknown
4012,Unknown
4013,Unknown
4014,Unknown
4015,Unknown
4017,Unknown
4021,Nozomi Entertainment
4023,ADV Films
4024,Unknown
4025,ADV Films
4026,The Pokemon Company International
4027,Unknown
4028,Funimation
4028,NYAV Post
4031,Unknown
4033,Unknown
4034,Unknown
4037,Unknown
4038,Sentai Filmworks
4039,Sentai Filmworks
4042,Unknown
4044,Unknown
4049,Unknown
4050,Unknown
4051,Unknown
4052,ADV Films
4053,Unknown
4054,Unknown
4056,Unknown
4057,Unknown
4058,Unknown
4059,Sentai Filmworks
4060,Saban Entertainment
4061,Saban Entertainment
4062,Unknown
4063,Funimation
4066,Sentai Filmworks
4067,Unknown
4068,Unknown
4069,Unknown
4070,Unknown
4071,Unknown
4073,Unknown
4074,Unknown
4075,Unknown
4078,Unknown
4080,Discotek Media
4081,NIS America
4081,Inc.
4082,Sentai Filmworks
4083,Unknown
4084,Critical Mass Video
4085,Unknown
4086,Unknown
4087,Funimation
4088,Unknown
4091,Unknown
4094,Warner Bros. Japan
4095,Unknown
4096,Unknown
4097,Unknown
4098,Unknown
4099,Unknown
4101,Unknown
4103,Unknown
4104,Unknown
4106,Funimation
4107,Aniplex of America
4112,Unknown
4113,Unknown
4114,Unknown
4119,Unknown
4121,Unknown
4124,Unknown
4126,Unknown
4127,Unknown
4129,Unknown
4130,Unknown
4131,Unknown
4132,Unknown
4134,Unknown
4136,Unknown
4138,Enoki Films
4147,Unknown
4149,Unknown
4150,Unknown
4151,Media Blasters
4154,Unknown
4155,Funimation
4156,Sentai Filmworks
4156,Geneon Entertainment USA
4157,Unknown
4158,Unknown
4161,Unknown
4162,AnimEigo
4163,Unknown
4164,Media Blasters
4166,Unknown
4173,Unknown
4176,Central Park Media
4177,Sentai Filmworks
4178,Central Park Media
4181,Sentai Filmworks
4182,Funimation
4183,Unknown
4186,Funimation
4187,Unknown
4188,Unknown
4189,Unknown
4190,Unknown
4191,Unknown
4192,Sentai Filmworks
4195,Unknown
4196,Funimation
4197,VIZ Media
4198,Unknown
4199,Unknown
4200,ADV Films
4200,Nozomi Entertainment
4201,Unknown
4202,Unknown
4205,Unknown
4208,Discotek Media
4209,Unknown
4210,Discotek Media
4211,Unknown
4213,Unknown
4214,Funimation
4218,Unknown
4220,Unknown
4224,NIS America
4224,Inc.
4232,Nozomi Entertainment
4240,Unknown
4242,Unknown
4244,Unknown
4246,Funimation
4246,Bandai Entertainment
4250,Unknown
4252,Unknown
4260,Unknown
4262,Sentai Filmworks
4264,Unknown
4266,Unknown
4278,Unknown
4280,Aniplex of America
4282,Aniplex of America
4286,Unknown
4298,Unknown
4304,Unknown
4306,Unknown
4310,Unknown
4312,Unknown
4314,Unknown
4316,Unknown
4318,Unknown
4320,Discotek Media
4331,Unknown
4332,Unknown
4334,Unknown
4339,Unknown
4340,Unknown
4342,Unknown
4350,Unknown
4353,Media Blasters
4355,Kitty Media
4356,Unknown
4357,Unknown
4358,Unknown
4360,Unknown
4361,Unknown
4362,Unknown
4363,Critical Mass Video
4364,Unknown
4365,Unknown
4369,Unknown
4371,Discotek Media
4375,Unknown
4378,Unknown
4379,Unknown
4382,Funimation
4382,Bandai Entertainment
4383,Unknown
4385,Unknown
4386,Unknown
4387,Unknown
4389,Unknown
4390,Unknown
4391,Unknown
4392,Unknown
4393,Unknown
4394,Unknown
4395,Unknown
4396,Unknown
4397,Unknown
4398,Unknown
4399,Unknown
4400,Unknown
4406,Unknown
4411,Unknown
4415,Funimation
4416,Media Blasters
4417,Unknown
4418,Unknown
4419,Unknown
4420,Unknown
4421,Unknown
4427,Unknown
4437,VIZ Media
4439,Unknown
4440,Unknown
4443,Unknown
4444,Unknown
4447,Unknown
4450,ADV Films
4450,Funimation
4451,Unknown
4452,Unknown
4454,Unknown
4458,Unknown
4459,Enoki Films
4460,Unknown
4461,Unknown
4462,Unknown
4463,Unknown
4467,Unknown
4468,Unknown
4469,Unknown
4470,Unknown
4471,Bandai Visual USA
4472,Funimation
4472,Bandai Entertainment
4473,Unknown
4475,Unknown
4476,Unknown
4477,Unknown
4479,Unknown
4480,Unknown
4481,Unknown
4483,Sentai Filmworks
4484,Unknown
4485,Unknown
4486,Unknown
4487,Unknown
4488,Unknown
4489,Unknown
4490,Media Blasters
4491,Unknown
4492,Unknown
4493,Unknown
4494,Unknown
4495,Unknown
4496,Unknown
4497,Unknown
4498,Media Blasters
4502,Unknown
4503,ADV Films
4504,Unknown
4508,Unknown
4509,Unknown
4511,Unknown
4513,Unknown
4514,Unknown
4515,Unknown
4521,Unknown
4522,Unknown
4524,Unknown
4531,Media Blasters
4532,Unknown
4533,Unknown
4534,Unknown
4535,Unknown
4536,Unknown
4537,Unknown
4540,Unknown
4541,NuTech Digital
4544,Unknown
4547,Unknown
4548,Sentai Filmworks
4549,Sentai Filmworks
4550,Nozomi Entertainment
4551,Discotek Media
4553,Unknown
4554,Unknown
4555,Unknown
4556,Unknown
4557,Unknown
4558,Unknown
4560,Unknown
4561,Unknown
4562,Unknown
4563,Unknown
4565,Aniplex of America
4566,Unknown
4567,Manga Entertainment
4574,Unknown
4575,Unknown
4578,Sentai Filmworks
4581,Funimation
4584,Unknown
4586,Unknown
4590,Unknown
4591,Unknown
4596,Unknown
4597,Unknown
4598,Unknown
4599,Unknown
4600,Unknown
4601,Unknown
4603,Unknown
4604,Unknown
4606,Unknown
4607,Kitty Media
4608,SoftCel Pictures
4614,Unknown
4615,Unknown
4616,Unknown
4617,Unknown
4618,Funimation
4621,Unknown
4638,Unknown
4639,Unknown
4640,Unknown
4644,Unknown
4645,Unknown
4646,Sentai Filmworks
4650,Unknown
4651,Unknown
4653,Unknown
4654,Funimation
4657,Unknown
4660,Unknown
4662,Sentai Filmworks
4663,Unknown
4664,Unknown
4667,Unknown
4672,Manga Entertainment
4675,Media Blasters
4680,Unknown
4681,Unknown
4682,Unknown
4684,Unknown
4685,Unknown
4688,Unknown
4689,Unknown
4690,Unknown
4692,Unknown
4693,Unknown
4697,Unknown
4698,Kitty Media
4699,Kitty Media
4700,Central Park Media
4701,Unknown
4703,Unknown
4705,Unknown
4709,Unknown
4712,Unknown
4713,Unknown
4714,Unknown
4715,Sentai Filmworks
4717,Unknown
4718,Bandai Entertainment
4719,Media Blasters
4720,Unknown
4722,Pied Piper
4723,Unknown
4725,Funimation
4726,Funimation
4729,Unknown
4730,Unknown
4731,Unknown
4732,Unknown
4733,Unknown
4737,Unknown
4742,ADV Films
4744,Sentai Filmworks
4752,VIZ Media
4756,Central Park Media
4756,NYAV Post
4760,Unknown
4761,Unknown
4763,Unknown
4765,Funimation
4772,Nozomi Entertainment
4773,Unknown
4774,Media Blasters
4775,Central Park Media
4782,Unknown
4786,Unknown
4789,Sentai Filmworks
4790,Unknown
4792,4Kids Entertainment
4792,Warner Bros. Japan
4793,4Kids Entertainment
4793,Warner Bros. Japan
4794,4Kids Entertainment
4794,Miramax Films
4795,4Kids Entertainment
4795,Miramax Films
4798,Funimation
4799,Unknown
4800,Unknown
4801,ADV Films
4802,Unknown
4803,Unknown
4804,Unknown
4807,Unknown
4808,Unknown
4810,Sentai Filmworks
4811,Sentai Filmworks
4813,Unknown
4814,Nozomi Entertainment
4816,Unknown
4817,Unknown
4818,Unknown
4819,Unknown
4820,Unknown
4821,Media Blasters
4822,Unknown
4823,Unknown
4824,Unknown
4825,Unknown
4827,Unknown
4832,Unknown
4833,Unknown
4834,Unknown
4835,VIZ Media
4840,Unknown
4841,Unknown
4842,Unknown
4848,Unknown
4849,Unknown
4851,Unknown
4852,Unknown
4853,Unknown
4854,Unknown
4855,Unknown
4856,Unknown
4866,Unknown
4867,Unknown
4868,Unknown
4872,Unknown
4874,4Kids Entertainment
4876,Unknown
4879,Unknown
4884,Funimation
4884,Bandai Entertainment
4886,Unknown
4890,Unknown
4896,NIS America
4896,Inc.
4898,Funimation
4898,Aniplex of America
4901,Funimation
4903,Unknown
4905,Unknown
4907,Unknown
4908,Unknown
4910,VIZ Media
4910,The Pokemon Company International
4917,Unknown
4918,Unknown
4921,Unknown
4923,Unknown
4926,Unknown
4927,Unknown
4928,Unknown
4929,Bandai Entertainment
4933,Unknown
4934,Unknown
4935,Unknown
4936,Unknown
4938,Funimation
4939,Unknown
4940,Unknown
4941,Unknown
4943,Discotek Media
4946,Unknown
4948,Unknown
4961,Unknown
4962,Unknown
4966,Unknown
4967,Unknown
4970,Funimation
4975,Funimation
4981,Funimation
4983,Discotek Media
4985,Unknown
4991,Unknown
4997,Unknown
4999,Sentai Filmworks
5002,Unknown
5005,Unknown
5006,Unknown
5013,Unknown
5014,Unknown
5016,Unknown
5017,Unknown
5018,Unknown
5019,Unknown
5020,Funimation
5022,Unknown
5023,Unknown
5025,Unknown
5027,Unknown
5028,Unknown
5029,Unknown
5030,Sentai Filmworks
5031,Sentai Filmworks
5032,Sentai Filmworks
5034,Funimation
5036,Unknown
5037,Unknown
5039,Unknown
5040,Unknown
5041,Sentai Filmworks
5042,Unknown
5043,Unknown
5045,Unknown
5049,Unknown
5051,Unknown
5052,Unknown
5053,Unknown
5054,Unknown
5056,Unknown
5060,Funimation
5065,Unknown
5070,Unknown
5071,Unknown
5072,Funimation
5074,Funimation
5075,Unknown
5079,Bandai Entertainment
5079,Sentai Filmworks
5079,NYAV Post
5080,Unknown
5081,Aniplex of America
5082,Unknown
5084,NYAV Post
5085,Unknown
5088,Unknown
5089,Unknown
5090,Unknown
5091,Unknown
5096,Unknown
5097,Unknown
5098,Unknown
5101,Unknown
5104,Unknown
5107,Media Blasters
5108,Unknown
5109,Unknown
5112,Sentai Filmworks
5114,Funimation
5114,Aniplex of America
5116,Unknown
5117,Unknown
5118,Funimation
5118,Bandai Entertainment
5129,Bandai Entertainment
5131,Unknown
5132,Unknown
5133,Unknown
5136,Unknown
5140,Unknown
5141,Sentai Filmworks
5143,Unknown
5147,Unknown
5150,Sentai Filmworks
5151,Unknown
5152,Unknown
5153,Unknown
5154,Unknown
5155,Unknown
5157,Unknown
5158,Unknown
5159,Unknown
5160,Unknown
5162,Unknown
5163,Funimation
5164,Unknown
5165,Unknown
5167,Unknown
5168,Unknown
5172,Unknown
5173,Kitty Media
5177,Unknown
5178,Anchor Bay Films
5178,Manga Entertainment
5184,Unknown
5189,Unknown
5190,Unknown
5191,Unknown
5192,Unknown
5193,Unknown
5194,Unknown
5196,Nozomi Entertainment
5197,Unknown
5199,Unknown
5200,Unknown
5201,Unknown
5203,Unknown
5204,Aniplex of America
5205,Aniplex of America
5207,Unknown
5208,Unknown
5209,Unknown
5210,Unknown
5211,Unknown
5212,Unknown
5213,Unknown
5214,Unknown
5216,Unknown
5217,Unknown
5220,Funimation
5223,Unknown
5225,Discotek Media
5226,Unknown
5228,Unknown
5231,Unknown
5232,Unknown
5233,Funimation
5233,NYAV Post
5234,Unknown
5235,Unknown
5237,ADV Films
5238,Unknown
5240,Unknown
5241,Unknown
5244,Nozomi Entertainment
5246,Unknown
5249,Unknown
5250,Discotek Media
5251,Unknown
5252,Unknown
5256,The Pokemon Company International
5258,Unknown
5259,Unknown
5260,Unknown
5262,Unknown
5263,Unknown
5266,Unknown
5267,Unknown
5270,Unknown
5272,Unknown
5273,Unknown
5274,Unknown
5276,Unknown
5277,Funimation
5278,Unknown
5279,Funimation
5281,Unknown
5285,Unknown
5287,Unknown
5288,Unknown
5289,Unknown
5290,Unknown
5291,Unknown
5292,Unknown
5293,Unknown
5296,Unknown
5298,Unknown
5299,Unknown
5300,NIS America
5300,Inc.
5303,Maiden Japan
5304,Unknown
5305,Sentai Filmworks
5306,Unknown
5307,Bandai Entertainment
5307,Sentai Filmworks
5308,ADV Films
5310,Unknown
5311,Discotek Media
5314,Unknown
5315,Unknown
5316,Unknown
5321,Critical Mass Video
5322,Unknown
5324,Unknown
5330,Unknown
5332,Unknown
5333,Funimation
5337,Unknown
5341,Funimation
5342,Unknown
5343,Unknown
5344,Unknown
5347,Unknown
5348,Unknown
5351,Bandai Entertainment
5353,Unknown
5355,Funimation
5356,Sentai Filmworks
5365,Unknown
5369,Unknown
5372,Unknown
5374,Unknown
5375,Unknown
5383,Unknown
5386,Unknown
5391,Unknown
5393,Unknown
5395,Unknown
5396,Unknown
5397,Unknown
5398,Unknown
5399,Unknown
5400,Unknown
5401,Unknown
5402,Unknown
5403,Unknown
5408,Unknown
5411,Unknown
5415,Unknown
5419,Unknown
5420,Unknown
5421,Unknown
5423,Unknown
5424,Kitty Media
5427,Unknown
5439,Unknown
5440,Unknown
5447,Unknown
5449,Unknown
5454,Sentai Filmworks
5455,Unknown
5458,Unknown
5460,Unknown
5462,Unknown
5464,Unknown
5466,NYAV Post
5468,Unknown
5469,Unknown
5472,Unknown
5473,Unknown
5474,Unknown
5475,Unknown
5476,Unknown
5477,Unknown
5478,Unknown
5484,Unknown
5485,Discotek Media
5492,Unknown
5493,Unknown
5494,Unknown
5496,Unknown
5501,Funimation
5501,Geneon Entertainment USA
5503,Unknown
5504,Maiden Japan
5505,Unknown
5507,Unknown
5515,Unknown
5520,Unknown
5521,Unknown
5522,Unknown
5525,Discotek Media
5526,4Kids Entertainment
5526,Warner Bros. Japan
5529,4Kids Entertainment
5529,Miramax Films
5530,NIS America
5530,Inc.
5534,Unknown
5535,Unknown
5538,Unknown
5539,Unknown
5540,Unknown
5541,Unknown
5542,Unknown
5543,Unknown
5544,Unknown
5545,Unknown
5546,Unknown
5547,Unknown
5548,Unknown
5549,Unknown
5550,Unknown
5551,Unknown
5552,Unknown
5553,Unknown
5554,Unknown
5555,Unknown
5556,Unknown
5557,Unknown
5558,Unknown
5559,Unknown
5560,Unknown
5561,Unknown
5563,Unknown
5564,Unknown
5565,Unknown
5566,Unknown
5567,Unknown
5568,Unknown
5569,Unknown
5570,Unknown
5571,Unknown
5572,Unknown
5573,Unknown
5575,Unknown
5576,Unknown
5578,Unknown
5581,Unknown
5583,Unknown
5584,Unknown
5585,Unknown
5586,Unknown
5587,Unknown
5588,Unknown
5589,Unknown
5590,Unknown
5593,Unknown
5594,Unknown
5597,Maiden Japan
5600,Unknown
5602,Unknown
5603,Unknown
5605,Unknown
5606,Unknown
5607,Unknown
5608,Unknown
5609,Unknown
5610,Unknown
5611,Unknown
5612,Unknown
5613,Kitty Media
5614,Unknown
5618,Unknown
5620,Unknown
5621,Unknown
5622,Unknown
5624,Unknown
5628,Unknown
5629,Unknown
5630,Funimation
5631,Unknown
5632,Unknown
5636,Unknown
5640,Unknown
5643,Unknown
5644,Unknown
5645,Unknown
5646,Unknown
5647,Unknown
5648,Unknown
5649,Unknown
5651,Unknown
5652,Unknown
5653,Unknown
5656,Unknown
5658,Discotek Media
5661,Unknown
5662,Unknown
5663,Unknown
5664,Unknown
5665,Unknown
5667,Unknown
5670,Unknown
5671,Unknown
5673,Unknown
5674,Unknown
5675,Maiden Japan
5678,Sentai Filmworks
5680,Bandai Entertainment
5680,Sentai Filmworks
5681,Funimation
5681,Warner Bros. Japan
5681,GKIDS
5682,Funimation
5684,Unknown
5686,Unknown
5687,Unknown
5688,Unknown
5689,Unknown
5690,Unknown
5691,Unknown
5693,Unknown
5702,Unknown
5710,Unknown
5712,Unknown
5713,Unknown
5715,Unknown
5717,Unknown
5719,Unknown
5723,Unknown
5725,Discotek Media
5733,Unknown
5734,Sentai Filmworks
5742,Nozomi Entertainment
5743,Unknown
5751,Unknown
5753,Unknown
5755,Unknown
5760,Discotek Media
5762,Unknown
5763,Unknown
5764,Sentai Filmworks
5772,Sentai Filmworks
5773,Unknown
5774,Unknown
5781,Funimation
5783,Unknown
5784,Media Blasters
5785,Unknown
5799,Unknown
5802,Unknown
5809,Unknown
5810,Unknown
5811,Unknown
5812,Unknown
5813,Unknown
5814,Unknown
5819,Unknown
5821,Unknown
5826,Unknown
5828,Unknown
5829,Unknown
5830,Unknown
5832,Unknown
5833,Unknown
5834,Unknown
5835,Unknown
5838,Unknown
5841,Unknown
5842,Unknown
5844,Unknown
5845,Unknown
5848,Unknown
5849,Unknown
5854,Unknown
5859,Unknown
5862,Unknown
5865,ADV Films
5868,Unknown
5869,Unknown
5870,Unknown
5871,Unknown
5872,Unknown
5873,Unknown
5874,Unknown
5875,Unknown
5876,Pioneer LDC
5877,Unknown
5878,Unknown
5880,Unknown
5883,Unknown
5886,Unknown
5889,Unknown
5890,Kitty Media
5891,Unknown
5895,Unknown
5900,Unknown
5902,Unknown
5904,Unknown
5907,Unknown
5908,Unknown
5909,Sentai Filmworks
5914,Maiden Japan
5916,Unknown
5917,Unknown
5918,Unknown
5920,Unknown
5921,Unknown
5922,Unknown
5923,Unknown
5924,Unknown
5925,Unknown
5926,Unknown
5927,Unknown
5928,Unknown
5929,Unknown
5930,Unknown
5931,Unknown
5933,Unknown
5934,Unknown
5935,Unknown
5936,Unknown
5938,Unknown
5940,Funimation
5941,Unknown
5943,Unknown
5945,Unknown
5947,Unknown
5953,Unknown
5955,Unknown
5956,Unknown
5957,Funimation
5957,Bandai Entertainment
5958,Funimation
5959,Unknown
5962,Nelvana
5967,Unknown
5968,Unknown
5973,Media Blasters
5978,Bandai Entertainment
5983,Unknown
5984,Nozomi Entertainment
5986,Unknown
5987,Unknown
5990,Unknown
5992,Unknown
5993,Unknown
5994,Unknown
5996,Unknown
5997,Unknown
5998,Funimation
6000,Unknown
6007,Funimation
6008,Unknown
6012,Unknown
6015,Unknown
6016,Manga Entertainment
6018,Unknown
6023,Discotek Media
6024,Discotek Media
6025,Media Blasters
6028,Discotek Media
6030,Sentai Filmworks
6031,Unknown
6032,Unknown
6033,Funimation
6038,Unknown
6041,Unknown
6045,NIS America
6045,Inc.
6046,Funimation
6050,Unknown
6055,Unknown
6056,Unknown
6060,Unknown
6061,Unknown
6062,Unknown
6063,Unknown
6064,Unknown
6065,Unknown
6067,Unknown
6068,Unknown
6069,Unknown
6071,Unknown
6072,Unknown
6073,Unknown
6074,Unknown
6075,Unknown
6076,Unknown
6077,Unknown
6078,Unknown
6087,Unknown
6090,Unknown
6091,Unknown
6093,Unknown
6094,Unknown
6095,Unknown
6096,Unknown
6097,Unknown
6098,Unknown
6107,Maiden Japan
6112,Sentai Filmworks
6114,Funimation
6115,Discotek Media
6116,Unknown
6117,Unknown
6119,Unknown
6120,Unknown
6122,Kitty Media
6124,Unknown
6127,NIS America
6127,Inc.
6129,Nozomi Entertainment
6130,Unknown
6131,Unknown
6133,Unknown
6137,Unknown
6148,Unknown
6149,Unknown
6150,Unknown
6151,Unknown
6152,Unknown
6153,Unknown
6154,Unknown
6156,Unknown
6162,Unknown
6163,Unknown
6164,Nozomi Entertainment
6165,Unknown
6166,Funimation
6169,Unknown
6171,Discotek Media
6172,VIZ Media
6178,The Pokemon Company International
6181,Unknown
6182,Unknown
6183,Unknown
6184,Unknown
6187,Unknown
6189,Unknown
6194,Unknown
6195,Unknown
6198,Unknown
6199,Unknown
6201,Unknown
6202,Unknown
6203,Unknown
6205,Sentai Filmworks
6206,Unknown
6209,Unknown
6211,Maiden Japan
6213,Funimation
6215,Unknown
6217,Unknown
6219,Unknown
6220,Kitty Media
6226,Unknown
6227,Unknown
6229,Unknown
6230,Unknown
6231,Unknown
6234,Unknown
6235,Unknown
6245,Unknown
6246,Unknown
6251,Unknown
6261,Unknown
6262,Unknown
6266,Unknown
6267,Unknown
6268,Unknown
6270,Unknown
6271,Unknown
6272,Unknown
6273,Unknown
6275,The Pokemon Company International
6276,Unknown
6277,Unknown
6280,Unknown
6281,Sentai Filmworks
6286,Unknown
6287,Sentai Filmworks
6288,Bandai Entertainment
6291,Funimation
6293,Unknown
6297,Unknown
6299,Nozomi Entertainment
6303,Unknown
6305,Unknown
6310,Unknown
6311,Unknown
6312,Sentai Filmworks
6318,Unknown
6324,Funimation
6325,VIZ Media
6327,Unknown
6328,Unknown
6330,Geneon Universal Entertainment
6330,Funimation
6331,AnimEigo
6336,Nozomi Entertainment
6336,Bandai Entertainment
6336,NYAV Post
6337,Unknown
6344,Funimation
6346,Unknown
6347,Funimation
6351,Sentai Filmworks
6355,Unknown
6361,Unknown
6366,Unknown
6368,Unknown
6372,Funimation
6374,Sentai Filmworks
6374,Saban Entertainment
6375,Sentai Filmworks
6375,Saban Entertainment
6377,Unknown
6379,Unknown
6380,Funimation
6381,Funimation
6383,Discotek Media
6384,Unknown
6385,Unknown
6390,Unknown
6392,Unknown
6397,Unknown
6399,Unknown
6401,Unknown
6402,Unknown
6408,Unknown
6412,Unknown
6413,Unknown
6418,Unknown
6419,Unknown
6421,Funimation
6421,Aniplex of America
6422,Unknown
6425,Unknown
6428,Discotek Media
6431,Unknown
6437,Unknown
6438,Unknown
6443,Unknown
6444,Sentai Filmworks
6447,Unknown
6448,Unknown
6452,Unknown
6460,Unknown
6462,Unknown
6463,Unknown
6465,Unknown
6467,Unknown
6468,Unknown
6472,Unknown
6479,Unknown
6481,Unknown
6482,Unknown
6484,Unknown
6489,Unknown
6491,Unknown
6492,Unknown
6496,Unknown
6500,Sentai Filmworks
6505,Unknown
6509,Unknown
6511,Unknown
6512,Sentai Filmworks
6513,Unknown
6517,Unknown
6518,Unknown
6519,Unknown
6520,NYAV Post
6522,Unknown
6523,Unknown
6524,Unknown
6525,Unknown
6527,Unknown
6528,Unknown
6531,Unknown
6533,Unknown
6535,Unknown
6546,Unknown
6547,Sentai Filmworks
6548,Unknown
6553,Unknown
6554,Unknown
6555,Unknown
6557,Unknown
6558,Unknown
6560,Unknown
6566,Unknown
6567,Unknown
6568,Unknown
6571,Unknown
6572,Funimation
6573,Funimation
6574,Unknown
6577,Unknown
6579,Unknown
6581,Funimation
6582,Unknown
6583,Unknown
6586,Maiden Japan
6587,Bandai Entertainment
6587,NYAV Post
6590,Unknown
6591,Unknown
6593,Unknown
6594,NIS America
6594,Inc.
6604,Unknown
6607,Unknown
6609,Unknown
6610,Funimation
6616,Sentai Filmworks
6622,Unknown
6624,Aniplex of America
6625,Unknown
6628,Unknown
6629,Unknown
6630,Unknown
6633,Media Blasters
6634,Funimation
6635,Unknown
6636,Unknown
6637,Funimation
6641,Unknown
6645,Unknown
6653,Unknown
6654,Unknown
6657,Unknown
6658,Unknown
6666,Unknown
6667,Unknown
6670,Unknown
6671,Unknown
6672,Unknown
6674,Unknown
6675,Anchor Bay Films
6676,Unknown
6680,Unknown
6682,Sentai Filmworks
6684,Unknown
6685,Unknown
6686,Unknown
6687,Unknown
6688,Unknown
6689,Unknown
6690,Unknown
6691,Unknown
6692,Media Blasters
6693,Unknown
6694,Unknown
6695,Central Park Media
6701,Unknown
6702,Funimation
6704,Media Blasters
6705,Unknown
6707,Funimation
6709,Funimation
6712,Unknown
6713,Unknown
6714,Unknown
6718,Unknown
6721,Unknown
6726,Unknown
6727,Unknown
6728,Unknown
6730,Unknown
6731,Unknown
6733,Discotek Media
6734,Unknown
6735,Discotek Media
6736,Unknown
6741,Unknown
6743,Sentai Filmworks
6746,Aniplex of America
6747,Funimation
6748,Sentai Filmworks
6749,Unknown
6758,Sentai Filmworks
6759,Unknown
6760,Unknown
6761,Unknown
6762,Unknown
6768,Unknown
6769,Unknown
6771,Unknown
6772,Sentai Filmworks
6773,Funimation
6774,Unknown
6777,Unknown
6779,Enoki Films
6783,Unknown
6787,Unknown
6791,Media Blasters
6792,Unknown
6793,Funimation
6794,Bandai Entertainment
6794,NYAV Post
6795,Unknown
6796,Unknown
6797,Unknown
6798,Unknown
6800,Unknown
6802,Nozomi Entertainment
6809,Unknown
6811,VIZ Media
6822,Unknown
6823,Unknown
6827,Unknown
6828,Unknown
6829,Unknown
6830,Unknown
6831,Unknown
6832,Unknown
6833,Unknown
6834,Unknown
6835,Unknown
6836,Unknown
6837,Unknown
6838,VIZ Media
6839,Unknown
6840,Unknown
6841,Unknown
6842,Unknown
6843,Unknown
6844,Unknown
6846,Unknown
6847,Unknown
6848,Unknown
6849,Unknown
6850,Unknown
6851,Unknown
6852,Unknown
6855,Unknown
6856,Unknown
6857,Unknown
6861,Unknown
6862,Bandai Entertainment
6862,Sentai Filmworks
6864,Unknown
6867,Warner Bros. Japan
6868,Unknown
6872,Unknown
6875,Marvel Entertainment
6877,4Kids Entertainment
6877,Nintendo of America
6878,Unknown
6880,Funimation
6882,Sentai Filmworks
6883,Unknown
6884,Funimation
6885,Unknown
6889,Unknown
6890,Unknown
6891,Unknown
6892,Unknown
6893,Unknown
6895,Sentai Filmworks
6896,Unknown
6899,Unknown
6900,Unknown
6901,Unknown
6902,Unknown
6903,Unknown
6904,Unknown
6907,Unknown
6909,Unknown
6917,Unknown
6918,Marvel Entertainment
6919,Marvel Entertainment
6920,Marvel Entertainment
6922,Sentai Filmworks
6927,Funimation
6930,Unknown
6932,Unknown
6935,Unknown
6937,Unknown
6939,Unknown
6941,Unknown
6942,Unknown
6945,Unknown
6946,Unknown
6947,Unknown
6948,Unknown
6950,Unknown
6951,4Kids Entertainment
6951,Flatiron Film Company
6953,Unknown
6954,Aniplex of America
6956,NIS America
6956,Inc.
6958,Unknown
6959,Unknown
6964,Unknown
6965,Unknown
6970,Unknown
6971,Unknown
6973,Sentai Filmworks
6974,NIS America
6974,Inc.
6975,Unknown
6978,Unknown
6979,Funimation
6979,Nozomi Entertainment
6980,Unknown
6981,Unknown
6984,Sentai Filmworks
6985,Unknown
6986,Unknown
6987,Unknown
6988,Unknown
6989,Unknown
6992,Unknown
6993,Unknown
6994,Unknown
6999,Unknown
7004,Unknown
7014,Unknown
7016,Unknown
7017,Sentai Filmworks
7020,Unknown
7021,Unknown
7022,Unknown
7024,Unknown
7025,Unknown
7026,Unknown
7027,Unknown
7028,Unknown
7029,Unknown
7030,Unknown
7031,Unknown
7032,Unknown
7041,Unknown
7044,Unknown
7045,Unknown
7048,Unknown
7052,Unknown
7053,Unknown
7054,Sentai Filmworks
7058,Funimation
7059,Unknown
7060,Unknown
7062,Sentai Filmworks
7066,Sentai Filmworks
7071,Unknown
7079,Sentai Filmworks
7081,Dentsu Entertainment USA
7082,Unknown
7083,Unknown
7088,Sentai Filmworks
7090,Unknown
7092,Unknown
7103,Unknown
7106,Unknown
7108,Unknown
7109,Unknown
7110,Unknown
7112,Unknown
7113,Unknown
7117,Unknown
7122,Unknown
7124,Unknown
7135,Unknown
7139,Unknown
7144,Unknown
7148,Media Blasters
7152,Unknown
7154,Unknown
7155,Unknown
7156,Unknown
7157,Unknown
7158,Unknown
7160,Unknown
7162,Unknown
7164,Unknown
7169,Unknown
7170,Unknown
7171,Unknown
7174,Unknown
7175,Unknown
7176,Unknown
7177,Unknown
7178,Unknown
7179,Unknown
7189,Unknown
7192,Unknown
7193,Unknown
7211,Unknown
7216,Saban Entertainment
7222,Unknown
7229,Unknown
