,MAL_ID,Genres
0,1,Action
1,1,Adventure
2,1,Comedy
3,1,Drama
4,1,Sci-Fi
5,1,Space
6,5,Action
7,5,Drama
8,5,Mystery
9,5,Sci-Fi
10,5,Space
11,6,Action
12,6,Sci-Fi
13,6,Adventure
14,6,Comedy
15,6,Drama
16,6,Shounen
17,7,Action
18,7,Mystery
19,7,Police
20,7,Supernatural
21,7,Drama
22,7,Magic
23,8,Adventure
24,8,Fantasy
25,8,Shounen
26,8,Supernatural
27,15,Action
28,15,Sports
29,15,Comedy
30,15,Shounen
31,16,Comedy
32,16,Drama
33,16,Josei
34,16,Romance
35,16,Slice of Life
36,17,Slice of Life
37,17,Comedy
38,17,Sports
39,17,Shounen
40,18,Action
41,18,Cars
42,18,Sports
43,18,Drama
44,18,Seinen
45,19,Drama
46,19,Horror
47,19,Mystery
48,19,Police
49,19,Psychological
50,19,Seinen
51,19,Thriller
52,20,Action
53,20,Adventure
54,20,Comedy
55,20,Super Power
56,20,Martial Arts
57,20,Shounen
58,21,Action
59,21,Adventure
60,21,Comedy
61,21,Super Power
62,21,Drama
63,21,Fantasy
64,21,Shounen
65,22,Action
66,22,Comedy
67,22,Sports
68,22,School
69,22,Shounen
70,23,Action
71,23,Shounen
72,23,Sports
73,24,Comedy
74,24,Romance
75,24,School
76,24,Shounen
77,25,Action
78,25,Adventure
79,25,Comedy
80,25,Ecchi
81,25,Sci-Fi
82,25,Shounen
83,26,Action
84,26,Sci-Fi
85,26,Psychological
86,26,Drama
87,27,Action
88,27,Supernatural
89,27,Vampire
90,28,Comedy
91,28,Shounen
92,29,Action
93,29,Military
94,29,Sci-Fi
95,29,Historical
96,29,Drama
97,29,Seinen
98,30,Action
99,30,Sci-Fi
100,30,Dementia
101,30,Psychological
102,30,Drama
103,30,Mecha
104,31,Drama
105,31,Mecha
106,31,Psychological
107,31,Sci-Fi
108,32,Sci-Fi
109,32,Dementia
110,32,Psychological
111,32,Drama
112,32,Mecha
113,33,Action
114,33,Adventure
115,33,Demons
116,33,Drama
117,33,Fantasy
118,33,Horror
119,33,Military
120,33,Romance
121,33,Seinen
122,33,Supernatural
123,43,Action
124,43,Mecha
125,43,Police
126,43,Psychological
127,43,Sci-Fi
128,43,Seinen
129,44,Action
130,44,Historical
131,44,Drama
132,44,Romance
133,44,Martial Arts
134,44,Samurai
135,44,Shounen
136,45,Action
137,45,Adventure
138,45,Comedy
139,45,Historical
140,45,Romance
141,45,Samurai
142,45,Shounen
143,46,Samurai
144,46,Historical
145,46,Drama
146,46,Shounen
147,47,Action
148,47,Military
149,47,Sci-Fi
150,47,Adventure
151,47,Horror
152,47,Supernatural
153,47,Seinen
154,48,Game
155,48,Sci-Fi
156,48,Adventure
157,48,Mystery
158,48,Magic
159,48,Fantasy
160,49,Comedy
161,49,Magic
162,49,Romance
163,49,Seinen
164,49,Supernatural
165,50,Comedy
166,50,Supernatural
167,50,Magic
168,50,Romance
169,50,Seinen
170,51,Action
171,51,Drama
172,51,Romance
173,51,Shoujo
174,51,Supernatural
175,52,Sci-Fi
176,52,Comedy
177,52,Sports
178,52,Drama
179,52,Shounen
180,53,Harem
181,53,Slice of Life
182,53,Comedy
183,53,Drama
184,53,Romance
185,54,Action
186,54,Military
187,54,Sci-Fi
188,54,Police
189,54,Drama
190,54,Mecha
191,54,Shounen
192,55,Action
193,55,Adventure
194,55,Fantasy
195,55,Horror
196,55,Sci-Fi
197,56,Adventure
198,56,Fantasy
199,56,Sci-Fi
200,56,Shounen
201,57,Comedy
202,57,Drama
203,57,Music
204,57,Shounen
205,57,Slice of Life
206,58,Adventure
207,58,Romance
208,58,Mecha
209,58,Military
210,58,Sci-Fi
211,58,Horror
212,58,Space
213,58,Drama
214,59,Sci-Fi
215,59,Comedy
216,59,Drama
217,59,Romance
218,59,Ecchi
219,59,Seinen
220,60,Action
221,60,Demons
222,60,Historical
223,60,Romance
224,60,Shounen
225,60,Supernatural
226,61,Action
227,61,Comedy
228,61,Magic
229,61,Romance
230,61,Fantasy
231,61,School
232,61,Shoujo
233,62,Harem
234,62,Drama
235,62,Magic
236,62,Romance
237,63,Sci-Fi
238,63,Harem
239,63,Comedy
240,63,Romance
241,63,Ecchi
242,63,Shounen
243,64,Action
244,64,Comedy
245,64,Drama
246,64,Magic
247,64,Seinen
248,65,Action
249,65,Comedy
250,65,Drama
251,65,Magic
252,65,Seinen
253,66,Slice of Life
254,66,Comedy
255,66,School
256,67,Action
257,67,Adventure
258,67,Historical
259,67,Supernatural
260,67,Romance
261,67,Samurai
262,67,Fantasy
263,68,Sci-Fi
264,68,Adventure
265,68,Comedy
266,68,Super Power
267,68,Shounen
268,69,Action
269,69,Fantasy
270,69,Military
271,69,Sci-Fi
272,71,Action
273,71,Military
274,71,Sci-Fi
275,71,Comedy
276,71,Mecha
277,72,Action
278,72,Comedy
279,72,School
280,73,Action
281,73,Military
282,73,Mecha
283,74,Comedy
284,74,School
285,74,Shoujo
286,74,Super Power
287,75,Action
288,75,Drama
289,75,Mecha
290,75,Military
291,75,Sci-Fi
292,76,Action
293,76,Comedy
294,76,Drama
295,76,Magic
296,76,Super Power
297,77,Action
298,77,Comedy
299,77,Drama
300,77,Magic
301,77,Super Power
302,79,Harem
303,79,Comedy
304,79,Drama
305,79,Magic
306,79,Romance
307,79,Ecchi
308,79,Fantasy
309,79,School
310,79,Seinen
311,80,Action
312,80,Military
313,80,Sci-Fi
314,80,Space
315,80,Mecha
316,81,Adventure
317,81,Drama
318,81,Mecha
319,81,Military
320,81,Romance
321,81,Sci-Fi
322,82,Military
323,82,Sci-Fi
324,82,Space
325,82,Drama
326,82,Mecha
327,83,Military
328,83,Sci-Fi
329,83,Drama
330,83,Romance
331,83,Mecha
332,84,Military
333,84,Sci-Fi
334,84,Adventure
335,84,Space
336,84,Drama
337,84,Romance
338,84,Mecha
339,85,Military
340,85,Sci-Fi
341,85,Space
342,85,Drama
343,85,Romance
344,85,Mecha
345,86,Space
346,86,Comedy
347,86,Mecha
348,86,Military
349,86,Drama
350,86,Sci-Fi
351,87,Military
352,87,Sci-Fi
353,87,Space
354,87,Drama
355,87,Mecha
356,88,Drama
357,88,Mecha
358,88,Military
359,88,Sci-Fi
360,88,Space
361,89,Drama
362,89,Mecha
363,89,Military
364,89,Sci-Fi
365,89,Space
366,90,Action
367,90,Military
368,90,Sci-Fi
369,90,Space
370,90,Drama
371,90,Mecha
372,91,Action
373,91,Drama
374,91,Mecha
375,91,Military
376,91,Sci-Fi
377,91,Space
378,92,Sci-Fi
379,92,Adventure
380,92,Space
381,92,Drama
382,92,Mecha
383,93,Action
384,93,Drama
385,93,Mecha
386,93,Military
387,93,Romance
388,93,Sci-Fi
389,93,Space
390,94,Action
391,94,Drama
392,94,Mecha
393,94,Military
394,94,Romance
395,94,Sci-Fi
396,94,Space
397,95,Action
398,95,Military
399,95,Sci-Fi
400,95,Adventure
401,95,Space
402,95,Drama
403,95,Romance
404,95,Mecha
405,96,Adventure
406,96,Comedy
407,96,Drama
408,96,Martial Arts
409,96,Mecha
410,96,Romance
411,96,Sci-Fi
412,96,Space
413,96,Sports
414,97,Action
415,97,Sci-Fi
416,97,Adventure
417,98,Action
418,98,Comedy
419,98,Drama
420,98,Fantasy
421,98,Magic
422,98,Mecha
423,98,Romance
424,98,School
425,98,Shoujo Ai
426,99,Comedy
427,99,Drama
428,99,Fantasy
429,99,Magic
430,100,Comedy
431,100,Drama
432,100,Fantasy
433,100,Magic
434,100,Romance
435,100,Shoujo
436,100,Super Power
437,101,Slice of Life
438,101,Supernatural
439,101,Drama
440,101,Romance
441,102,Comedy
442,102,Drama
443,102,Romance
444,102,Shoujo
445,103,Adventure
446,103,Comedy
447,103,Fantasy
448,103,Magic
449,103,Romance
450,103,Shoujo
451,104,Adventure
452,104,Comedy
453,104,Horror
454,104,Psychological
455,104,Supernatural
456,104,Drama
457,104,Romance
458,104,Shoujo
459,105,Slice of Life
460,105,Comedy
461,105,Romance
462,105,Shounen
463,106,Drama
464,106,Romance
465,106,School
466,106,Shoujo
467,107,Adventure
468,107,Comedy
469,107,Fantasy
470,107,Sci-Fi
471,107,Shounen
472,108,Adventure
473,108,Fantasy
474,108,Psychological
475,108,Comedy
476,108,Shounen
477,109,Adventure
478,109,Comedy
479,109,Mecha
480,109,Sci-Fi
481,110,Action
482,110,Comedy
483,110,Drama
484,110,Shounen
485,111,Sci-Fi
486,111,Adventure
487,111,Comedy
488,111,Magic
489,112,Action
490,112,Ecchi
491,112,Adventure
492,112,Fantasy
493,112,Magic
494,112,Comedy
495,112,Super Power
496,112,Sci-Fi
497,113,Action
498,113,Mecha
499,113,Romance
500,113,Sci-Fi
501,113,Space
502,114,Comedy
503,114,School
504,114,Shounen
505,115,Adventure
506,115,Comedy
507,115,Fantasy
508,116,Adventure
509,116,Comedy
510,116,Romance
511,116,Fantasy
512,117,Adventure
513,117,Comedy
514,117,Romance
515,117,Fantasy
516,118,Adventure
517,118,Comedy
518,118,Fantasy
519,119,Comedy
520,119,Drama
521,119,Romance
522,119,Slice of Life
523,120,Slice of Life
524,120,Comedy
525,120,Supernatural
526,120,Drama
527,120,Romance
528,120,Shoujo
529,121,Action
530,121,Adventure
531,121,Comedy
532,121,Drama
533,121,Fantasy
534,121,Magic
535,121,Military
536,121,Shounen
537,122,Music
538,122,Comedy
539,122,Supernatural
540,122,Drama
541,122,Romance
542,122,Shoujo
543,123,Adventure
544,123,Fantasy
545,123,Magic
546,123,Martial Arts
547,123,Comedy
548,123,Romance
549,123,Historical
550,123,Drama
551,123,Shoujo
552,124,Adventure
553,124,Fantasy
554,124,Romance
555,124,Drama
556,124,Shoujo
557,125,Comedy
558,125,Romance
559,125,School
560,126,Comedy
561,126,Drama
562,126,Romance
563,127,Action
564,127,Sci-Fi
565,127,Comedy
566,127,Fantasy
567,127,Mecha
568,127,Shounen
569,128,Action
570,128,Drama
571,128,Mecha
572,128,Sci-Fi
573,128,Shounen
574,129,Action
575,129,Adventure
576,129,Comedy
577,129,Demons
578,129,Drama
579,129,Shounen
580,129,Supernatural
581,130,Action
582,130,Adventure
583,130,Comedy
584,130,Demons
585,130,Drama
586,130,Josei
587,130,Supernatural
588,131,Action
589,131,Adventure
590,131,Comedy
591,131,Demons
592,131,Drama
593,131,Josei
594,131,Supernatural
595,132,Action
596,132,Comedy
597,132,Drama
598,132,Mystery
599,132,Shounen
600,132,Super Power
601,132,Supernatural
602,133,Comedy
603,133,Ecchi
604,133,Romance
605,133,School
606,133,Slice of Life
607,134,Action
608,134,Psychological
609,134,Military
610,134,Drama
611,134,Sci-Fi
612,135,Comedy
613,135,Game
614,135,Shounen
615,135,Supernatural
616,136,Action
617,136,Adventure
618,136,Super Power
619,136,Fantasy
620,136,Shounen
621,137,Action
622,137,Adventure
623,137,Super Power
624,137,Shounen
625,138,Action
626,138,Adventure
627,138,Super Power
628,138,Fantasy
629,138,Shounen
630,139,Action
631,139,Adventure
632,139,Super Power
633,139,Fantasy
634,139,Shounen
635,141,Mecha
636,141,Sci-Fi
637,142,Adventure
638,142,Comedy
639,142,Demons
640,142,Drama
641,142,Fantasy
642,142,Magic
643,142,Mystery
644,142,Romance
645,142,Shoujo
646,143,Supernatural
647,143,Drama
648,143,Magic
649,143,Romance
650,143,Mecha
651,143,Shounen
652,143,Shoujo Ai
653,144,Drama
654,144,Romance
655,144,Slice of Life
656,144,Supernatural
657,145,Comedy
658,145,Drama
659,145,Romance
660,145,School
661,145,Shoujo
662,145,Slice of Life
663,146,Sci-Fi
664,146,Comedy
665,146,Drama
666,146,Magic
667,146,Romance
668,146,Ecchi
669,147,Drama
670,147,Romance
671,147,Slice of Life
672,148,Drama
673,148,Romance
674,148,Slice of Life
675,149,Action
676,149,Mystery
677,149,Supernatural
678,149,Drama
679,149,Romance
680,149,Fantasy
681,149,Josei
682,149,Shounen Ai
683,150,Action
684,150,Military
685,150,Mystery
686,150,Horror
687,150,Supernatural
688,150,Drama
689,150,Vampire
690,151,Action
691,151,Sci-Fi
692,151,Comedy
693,151,Ecchi
694,151,Shoujo Ai
695,152,Action
696,152,Sci-Fi
697,152,Super Power
698,153,Action
699,153,Adventure
700,153,Fantasy
701,153,Magic
702,153,Supernatural
703,154,Action
704,154,Adventure
705,154,Comedy
706,154,Super Power
707,154,Supernatural
708,154,Shounen
709,155,Action
710,155,Drama
711,155,Fantasy
712,155,Horror
713,155,Magic
714,155,Sci-Fi
715,155,Supernatural
716,156,Action
717,156,Super Power
718,156,Drama
719,156,Magic
720,156,Romance
721,156,Fantasy
722,156,Shoujo
723,157,Comedy
724,157,Ecchi
725,157,Fantasy
726,157,Harem
727,157,Magic
728,157,Romance
729,157,School
730,157,Shounen
731,157,Super Power
732,157,Supernatural
733,158,Slice of Life
734,158,Drama
735,158,Romance
736,158,Shoujo
737,158,Shoujo Ai
738,159,Adventure
739,159,Fantasy
740,159,Horror
741,159,Mecha
742,159,Psychological
743,159,Sci-Fi
744,159,Shounen
745,159,Space
746,159,Supernatural
747,160,Adventure
748,160,Drama
749,160,Fantasy
750,160,Military
751,160,Sci-Fi
752,161,Action
753,161,Comedy
754,161,Historical
755,161,Samurai
756,161,Shounen
757,162,Comedy
758,162,Fantasy
759,162,Kids
760,162,Romance
761,162,School
762,162,Shounen
763,163,Adventure
764,163,Comedy
765,163,Fantasy
766,163,Historical
767,163,Shounen
768,164,Action
769,164,Adventure
770,164,Fantasy
771,165,Action
772,165,Drama
773,165,Mecha
774,165,Music
775,165,Mystery
776,165,Psychological
777,165,Romance
778,165,Sci-Fi
779,166,Historical
780,166,Mecha
781,166,Samurai
782,166,Sci-Fi
783,167,Sci-Fi
784,167,Adventure
785,167,Comedy
786,167,Drama
787,167,Fantasy
788,167,Mecha
789,167,Shounen
790,168,Action
791,168,Sci-Fi
792,168,Adventure
793,168,Super Power
794,168,Drama
795,169,Action
796,169,Horror
797,169,Mystery
798,169,Romance
799,169,Super Power
800,169,Supernatural
801,169,Vampire
802,170,Comedy
803,170,Drama
804,170,School
805,170,Shounen
806,170,Sports
807,171,Adventure
808,171,Drama
809,171,Fantasy
810,173,Mystery
811,173,Comedy
812,173,Historical
813,173,Demons
814,173,Supernatural
815,173,Drama
816,173,Shounen
817,174,Action
818,174,Ecchi
819,174,Martial Arts
820,174,Comedy
821,174,Super Power
822,174,School
823,174,Shounen
824,175,Action
825,175,Adventure
826,175,Romance
827,175,Sci-Fi
828,175,Shounen
829,175,Super Power
830,176,Adventure
831,176,Romance
832,177,Action
833,177,Adventure
834,177,Fantasy
835,177,Magic
836,177,Romance
837,177,Supernatural
838,177,Shounen
839,178,Comedy
840,178,Magic
841,178,Romance
842,178,School
843,178,Shoujo
844,179,Comedy
845,179,Magic
846,179,Romance
847,179,School
848,180,Action
849,180,Ecchi
850,180,Mecha
851,180,Sci-Fi
852,180,Shounen
853,180,Space
854,181,Action
855,181,Ecchi
856,181,Mecha
857,181,Sci-Fi
858,181,Shounen
859,181,Space
860,182,Adventure
861,182,Psychological
862,182,Romance
863,182,Fantasy
864,182,Mecha
865,183,School
866,183,Shounen
867,183,Sports
868,184,Action
869,184,Mecha
870,184,Sci-Fi
871,184,Shounen
872,184,Space
873,185,Action
874,185,Cars
875,185,Drama
876,185,Seinen
877,185,Sports
878,186,Action
879,186,Cars
880,186,Drama
881,186,Seinen
882,186,Sports
883,187,Action
884,187,Cars
885,187,Sports
886,187,Drama
887,187,Romance
888,187,Seinen
889,188,Comedy
890,188,Hentai
891,188,Mystery
892,188,Supernatural
893,189,Comedy
894,189,Ecchi
895,189,Harem
896,189,Romance
897,189,Shounen
898,189,Slice of Life
899,190,Comedy
900,190,Drama
901,190,Ecchi
902,190,Romance
903,190,Shounen
904,191,Slice of Life
905,191,Comedy
906,191,Romance
907,192,Adventure
908,192,Comedy
909,192,Romance
910,193,Comedy
911,193,Drama
912,193,Ecchi
913,193,Harem
914,193,Magic
915,193,Romance
916,193,School
917,194,Adventure
918,194,Mecha
919,194,Military
920,194,Sci-Fi
921,194,Shounen
922,195,Sci-Fi
923,195,Comedy
924,195,Drama
925,195,Romance
926,195,School
927,196,Comedy
928,196,Drama
929,196,Harem
930,196,School
931,196,Sci-Fi
932,197,Sci-Fi
933,197,Comedy
934,197,Romance
935,197,Ecchi
936,197,School
937,198,Action
938,198,Mystery
939,198,Super Power
940,199,Adventure
941,199,Supernatural
942,199,Drama
943,200,Comedy
944,200,Magic
945,200,Romance
946,200,Shounen
947,201,Comedy
948,201,Drama
949,201,Ecchi
950,201,Romance
951,202,Action
952,202,Adventure
953,202,Drama
954,202,Fantasy
955,202,Mystery
956,202,Sci-Fi
957,203,Adventure
958,203,Hentai
959,203,Demons
960,203,Magic
961,203,Fantasy
962,204,Action
963,204,Comedy
964,204,Ecchi
965,204,Harem
966,204,Super Power
967,205,Action
968,205,Adventure
969,205,Comedy
970,205,Historical
971,205,Samurai
972,205,Shounen
973,206,Action
974,206,Adventure
975,206,Drama
976,206,Magic
977,206,Romance
978,206,Fantasy
979,207,Action
980,207,Adventure
981,207,Fantasy
982,207,Magic
983,207,Shounen
984,207,Supernatural
985,208,Action
986,208,Sci-Fi
987,208,Adventure
988,208,Mystery
989,208,Historical
990,208,Magic
991,209,Action
992,209,Sci-Fi
993,209,Adventure
994,209,Comedy
995,209,Super Power
996,209,Drama
997,210,Slice of Life
998,210,Comedy
999,210,Martial Arts
1000,210,Fantasy
1001,210,Shounen
1002,211,Hentai
1003,212,Action
1004,212,Adventure
1005,212,Comedy
1006,212,Mecha
1007,212,Sci-Fi
1008,212,Super Power
1009,213,Comedy
1010,213,Romance
1011,213,Hentai
1012,214,Comedy
1013,214,Romance
1014,214,Hentai
1015,215,Comedy
1016,215,Romance
1017,216,Comedy
1018,216,Romance
1019,217,Comedy
1020,217,Drama
1021,217,Hentai
1022,217,Romance
1023,218,Action
1024,218,Comedy
1025,218,Mecha
1026,218,Military
1027,218,Parody
1028,218,Romance
1029,218,Sci-Fi
1030,218,Shounen
1031,218,Space
1032,219,Action
1033,219,Comedy
1034,219,Drama
1035,219,Mecha
1036,219,Psychological
1037,219,Sci-Fi
1038,219,Shounen
1039,219,Space
1040,220,Hentai
1041,220,Horror
1042,221,Action
1043,221,Comedy
1044,221,Hentai
1045,221,Sci-Fi
1046,222,Action
1047,222,Adventure
1048,222,Comedy
1049,222,Mystery
1050,222,Sci-Fi
1051,223,Adventure
1052,223,Comedy
1053,223,Fantasy
1054,223,Martial Arts
1055,223,Shounen
1056,223,Super Power
1057,225,Action
1058,225,Sci-Fi
1059,225,Adventure
1060,225,Comedy
1061,225,Super Power
1062,225,Magic
1063,225,Fantasy
1064,225,Shounen
1065,226,Action
1066,226,Horror
1067,226,Psychological
1068,226,Supernatural
1069,226,Drama
1070,226,Romance
1071,226,Seinen
1072,227,Action
1073,227,Sci-Fi
1074,227,Comedy
1075,227,Parody
1076,227,Dementia
1077,227,Psychological
1078,227,Mecha
1079,228,Mystery
1080,228,Horror
1081,228,Psychological
1082,228,Supernatural
1083,229,Comedy
1084,229,Parody
1085,229,Martial Arts
1086,230,Action
1087,230,Comedy
1088,230,Martial Arts
1089,230,Seinen
1090,231,Action
1091,231,Comedy
1092,231,Supernatural
1093,231,Fantasy
1094,231,Seinen
1095,232,Adventure
1096,232,Comedy
1097,232,Drama
1098,232,Magic
1099,232,Romance
1100,232,Fantasy
1101,232,School
1102,232,Shoujo
1103,233,Comedy
1104,233,Sci-Fi
1105,233,Shoujo
1106,234,Adventure
1107,234,Sports
1108,234,Shounen
1109,235,Adventure
1110,235,Mystery
1111,235,Comedy
1112,235,Police
1113,235,Shounen
1114,236,Adventure
1115,236,Comedy
1116,236,Drama
1117,236,Military
1118,236,Sci-Fi
1119,236,Shounen
1120,236,Supernatural
1121,237,Adventure
1122,237,Drama
1123,237,Mecha
1124,237,Romance
1125,237,Sci-Fi
1126,238,Action
1127,238,Adventure
1128,238,Martial Arts
1129,238,Shounen
1130,238,Super Power
1131,239,Drama
1132,239,Mystery
1133,239,Sci-Fi
1134,239,Supernatural
1135,239,Thriller
1136,240,Slice of Life
1137,240,Comedy
1138,240,Parody
1139,241,Harem
1140,241,Comedy
1141,241,Romance
1142,241,Ecchi
1143,241,Fantasy
1144,241,School
1145,241,Shounen
1146,242,Slice of Life
1147,242,Comedy
1148,242,Drama
1149,242,School
1150,242,Josei
1151,243,Comedy
1152,243,Music
1153,243,Romance
1154,243,Shoujo
1155,243,Shounen Ai
1156,244,Historical
1157,244,Mystery
1158,245,Slice of Life
1159,245,Comedy
1160,245,Drama
1161,245,School
1162,245,Shounen
1163,246,Adventure
1164,246,Comedy
1165,246,Fantasy
1166,246,Romance
1167,246,Shounen
1168,247,Fantasy
1169,247,Magic
1170,247,Supernatural
1171,247,Demons
1172,247,Historical
1173,247,Shoujo
1174,248,Comedy
1175,248,Ecchi
1176,248,Harem
1177,248,Romance
1178,248,Shounen
1179,249,Action
1180,249,Adventure
1181,249,Comedy
1182,249,Historical
1183,249,Demons
1184,249,Supernatural
1185,249,Magic
1186,249,Romance
1187,249,Fantasy
1188,249,Shounen
1189,250,Adventure
1190,250,Comedy
1191,250,Demons
1192,250,Supernatural
1193,250,Magic
1194,250,Shounen
1195,251,Adventure
1196,251,Comedy
1197,251,Demons
1198,251,Fantasy
1199,251,Shoujo
1200,252,Military
1201,252,Mystery
1202,252,Psychological
1203,252,Supernatural
1204,252,Drama
1205,252,Magic
1206,252,Shounen
1207,253,Slice of Life
1208,253,Comedy
1209,253,School
1210,254,Comedy
1211,254,Slice of Life
1212,255,Slice of Life
1213,255,Comedy
1214,256,Sci-Fi
1215,256,Space
1216,256,Drama
1217,256,Romance
1218,256,Mecha
1219,257,Ecchi
1220,257,Super Power
1221,257,Martial Arts
1222,257,School
1223,258,Horror
1224,258,Drama
1225,258,Vampire
1226,259,Comedy
1227,259,Harem
1228,259,Romance
1229,259,School
1230,260,Comedy
1231,260,Drama
1232,260,Harem
1233,260,Romance
1234,260,Slice of Life
1235,261,Comedy
1236,261,Harem
1237,261,Romance
1238,261,Slice of Life
1239,262,Comedy
1240,262,Harem
1241,262,Romance
1242,262,School
1243,263,Comedy
1244,263,Sports
1245,263,Drama
1246,263,Shounen
1247,264,Comedy
1248,264,Shounen
1249,264,Sports
1250,265,Comedy
1251,265,Sports
1252,265,Shounen
1253,266,Drama
1254,266,Mecha
1255,266,Military
1256,266,Romance
1257,266,Sci-Fi
1258,266,Shounen
1259,266,Slice of Life
1260,267,Action
1261,267,Drama
1262,267,Sci-Fi
1263,267,Seinen
1264,267,Super Power
1265,268,Adventure
1266,268,Comedy
1267,268,Ecchi
1268,269,Action
1269,269,Adventure
1270,269,Comedy
1271,269,Super Power
1272,269,Supernatural
1273,269,Shounen
1274,270,Action
1275,270,Horror
1276,270,Supernatural
1277,270,Vampire
1278,270,Seinen
1279,271,Sci-Fi
1280,271,Adventure
1281,271,Mecha
1282,271,Shounen
1283,272,Action
1284,272,Mystery
1285,272,Drama
1286,273,Slice of Life
1287,273,Drama
1288,273,Magic
1289,273,Shounen
1290,274,Action
1291,274,Sci-Fi
1292,274,Super Power
1293,274,Ecchi
1294,274,Mecha
1295,275,Ecchi
1296,275,Comedy
1297,275,Harem
1298,275,Romance
1299,276,Comedy
1300,276,Ecchi
1301,276,Military
1302,276,Romance
1303,276,Sci-Fi
1304,277,Military
1305,277,Sci-Fi
1306,277,Comedy
1307,277,Drama
1308,277,Romance
1309,277,Ecchi
1310,278,Action
1311,278,Sci-Fi
1312,278,Comedy
1313,278,Shounen
1314,279,Fantasy
1315,279,Historical
1316,279,Horror
1317,279,Mystery
1318,279,Psychological
1319,279,Supernatural
1320,280,Adventure
1321,280,Comedy
1322,280,Fantasy
1323,280,Shoujo
1324,281,Comedy
1325,281,Mecha
1326,281,Romance
1327,282,Action
1328,282,Mystery
1329,282,Drama
1330,282,Romance
1331,282,Seinen
1332,283,Slice of Life
1333,283,Historical
1334,283,Drama
1335,284,Action
1336,284,Drama
1337,284,Military
1338,284,Romance
1339,284,Shounen
1340,285,Action
1341,285,Adventure
1342,285,Drama
1343,285,Mecha
1344,285,Military
1345,285,Sci-Fi
1346,286,Adventure
1347,286,Mecha
1348,286,Sci-Fi
1349,286,Shounen
1350,287,Action
1351,287,Sports
1352,287,Martial Arts
1353,287,Shounen
1354,288,Action
1355,288,Sci-Fi
1356,288,Adventure
1357,288,Comedy
1358,288,Sports
1359,288,Shounen
1360,289,Comedy
1361,289,Drama
1362,290,Action
1363,290,Military
1364,290,Sci-Fi
1365,290,Space
1366,290,Romance
1367,291,Comedy
1368,291,Harem
1369,291,Romance
1370,291,Supernatural
1371,291,Drama
1372,292,Drama
1373,292,Shounen
1374,292,Sports
1375,293,Comedy
1376,293,Fantasy
1377,293,Sci-Fi
1378,294,Adventure
1379,294,Comedy
1380,294,Drama
1381,294,Mecha
1382,294,Military
1383,294,Sci-Fi
1384,294,Space
1385,295,Adventure
1386,295,Drama
1387,295,Mecha
1388,295,Military
1389,295,Sci-Fi
1390,295,Space
1391,296,Action
1392,296,Sci-Fi
1393,296,Adventure
1394,296,Comedy
1395,296,Fantasy
1396,296,School
1397,296,Shounen
1398,297,Action
1399,297,Ecchi
1400,297,Adventure
1401,297,Comedy
1402,297,Shounen
1403,298,Adventure
1404,298,Comedy
1405,298,Fantasy
1406,298,Game
1407,298,Sci-Fi
1408,298,Shounen
1409,299,Game
1410,299,Mystery
1411,299,Sci-Fi
1412,300,Action
1413,300,Demons
1414,300,Fantasy
1415,300,Horror
1416,300,Romance
1417,301,Action
1418,301,Adventure
1419,301,Mystery
1420,301,Comedy
1421,301,Seinen
1422,302,Adventure
1423,302,Drama
1424,302,Sci-Fi
1425,303,Comedy
1426,303,Magic
1427,303,Supernatural
1428,304,Comedy
1429,304,Magic
1430,304,Romance
1431,304,Seinen
1432,304,Supernatural
1433,305,Action
1434,305,Comedy
1435,305,Shounen
1436,306,Comedy
1437,306,Parody
1438,306,Ecchi
1439,306,Fantasy
1440,307,Kids
1441,307,Fantasy
1442,307,Comedy
1443,308,Sci-Fi
1444,308,Mystery
1445,308,Drama
1446,308,Fantasy
1447,308,Shounen
1448,309,Comedy
1449,309,Magic
1450,309,Parody
1451,310,Comedy
1452,310,Supernatural
1453,311,Sports
1454,311,Drama
1455,311,Romance
1456,311,School
1457,311,Shoujo
1458,312,Action
1459,312,Drama
1460,312,Sports
1461,313,Sports
1462,313,Drama
1463,313,Romance
1464,313,School
1465,313,Shoujo
1466,314,Drama
1467,314,Shoujo
1468,314,Sports
1469,315,Action
1470,315,Drama
1471,315,Fantasy
1472,315,Romance
1473,316,Comedy
1474,316,Hentai
1475,316,Yuri
1476,317,Action
1477,317,Super Power
1478,317,Fantasy
1479,318,Comedy
1480,318,Ecchi
1481,318,Harem
1482,318,Romance
1483,318,Sci-Fi
1484,319,Ecchi
1485,319,Fantasy
1486,319,Comedy
1487,319,Romance
1488,320,Action
1489,320,Hentai
1490,320,Police
1491,320,Drama
1492,321,Action
1493,321,Ecchi
1494,321,Comedy
1495,321,Sci-Fi
1496,322,Comedy
1497,322,Drama
1498,322,Josei
1499,322,Romance
1500,322,Slice of Life
1501,323,Mystery
1502,323,Dementia
1503,323,Police
1504,323,Psychological
1505,323,Supernatural
1506,323,Drama
1507,323,Thriller
1508,324,Comedy
1509,324,Mecha
1510,324,Police
1511,324,Sci-Fi
1512,325,Slice of Life
1513,325,Drama
1514,325,Romance
1515,325,School
1516,325,Shoujo
1517,326,Horror
1518,326,Josei
1519,326,Mystery
1520,326,Supernatural
1521,327,Comedy
1522,327,Magic
1523,327,Fantasy
1524,327,Shoujo
1525,328,Music
1526,328,Slice of Life
1527,328,Drama
1528,328,Romance
1529,328,Shoujo
1530,329,Drama
