,MAL_ID,Producers
12710,19023,Ultra Super Pictures
12711,19023,DIVE II Entertainment
12712,19023,Good Smile Company
12713,19029,Unknown
12714,19049,Victor Entertainment
12715,19051,Mary Jane
12716,19051,Moonstone Cherry
12717,19053,Victor Entertainment
12718,19059,Gakken
12719,19063,Unknown
12720,19067,Bushiroad
12721,19069,Gakken
12722,19071,Unknown
12723,19073,Gakken
12724,19081,Sega
12725,19081,Toy's Factory
12726,19087,Unknown
12727,19099,Unknown
12728,19101,Unknown
12729,19103,MS Pictures
12730,19103,T-Rex
12731,19103,BOOTLEG
12732,19109,Unknown
12733,19111,Bandai Visual
12734,19111,Lantis
12735,19111,Bushiroad
12736,19115,Warner Bros. Japan
12737,19117,Bandai Visual
12738,19117,Sotsu
12739,19117,DAX Production
12740,19117,3xCube
12741,19117,ZERO-A
12742,19117,Sammy
12743,19117,NichiNare
12744,19117,Toppan Printing
12745,19121,Pony Canyon
12746,19121,Fuji TV
12747,19121,Ashi Production
12748,19123,Fuji TV
12749,19125,Nippon Television Network
12750,19133,CoMix Wave Films
12751,19133,Baramiri
12752,19135,GEN Productions
12753,19137,Unknown
12754,19151,Frontier Works
12755,19151,Lantis
12756,19151,Pony Canyon
12757,19151,AT-X
12758,19151,KlockWorx
12759,19157,TV Tokyo
12760,19157,Dentsu
12761,19159,Unknown
12762,19163,Kadokawa Shoten
12763,19163,AT-X
12764,19163,Nippon Columbia
12765,19165,Unknown
12766,19167,Unknown
12767,19169,Hikari TV
12768,19171,Unknown
12769,19177,TV Asahi
12770,19185,Toy's Factory
12771,19187,Unknown
12772,19191,Bandai Visual
12773,19191,Dentsu
12774,19191,Kodansha
12775,19191,flying DOG
12776,19191,TOHO animation
12777,19193,Bandai Visual
12778,19193,Dentsu
12779,19193,Kodansha
12780,19193,flying DOG
12781,19193,TOHO animation
12782,19195,Bandai Visual
12783,19195,Dentsu
12784,19195,Kodansha
12785,19195,flying DOG
12786,19195,TOHO animation
12787,19207,Unknown
12788,19209,Mirai Film
12789,19211,Unknown
12790,19213,Unknown
12791,19217,Mirai Film
12792,19219,Mirai Film
12793,19221,DAX Production
12794,19221,Studio Jack
12795,19221,MAGES.
12796,19231,Mirai Film
12797,19233,Unknown
12798,19235,Unknown
12799,19237,Unknown
12800,19239,Unknown
12801,19251,Showgate
12802,19251,King Records
12803,19255,Genco
12804,19255,Lantis
12805,19257,TOHO animation
12806,19261,Unknown
12807,19271,Bandai Visual
12808,19271,Lantis
12809,19271,Toei Video
12810,19279,Anime R
12811,19283,Pink Pineapple
12812,19285,Production I.G
12813,19285,Dentsu
12814,19285,Mainichi Broadcasting System
12815,19285,Pony Canyon
12816,19285,Kodansha
12817,19285,Pony Canyon Enterprise
12818,19287,Sony Music Entertainment
12819,19291,TV Tokyo
12820,19297,Earth Star Entertainment
12821,19305,Yomiuri Telecasting
12822,19311,Studio Kaab
12823,19315,Earth Star Entertainment
12824,19319,TV Tokyo
12825,19319,Sotsu
12826,19325,Studio Kaab
12827,19337,CoMix Wave Films
12828,19351,Unknown
12829,19363,Aniplex
12830,19363,Dentsu
12831,19363,Fuji TV
12832,19363,Kyoraku Industrial Holdings
12833,19365,Aniplex
12834,19365,Dentsu
12835,19365,Movic
12836,19365,Fuji TV
12837,19365,Kyoraku Industrial Holdings
12838,19365,DeNA
12839,19367,Aniplex
12840,19367,Dentsu
12841,19367,Fuji TV
12842,19367,Asahi Production
12843,19367,Kyoraku Industrial Holdings
12844,19369,Pony Canyon
12845,19369,TBS
12846,19369,Kodansha
12847,19369,Movic
12848,19369,DAX Production
12849,19383,TV Tokyo
12850,19391,Production I.G
12851,19391,Wit Studio
12852,19397,TV Tokyo
12853,19401,Unknown
12854,19429,Mainichi Broadcasting System
12855,19429,Pony Canyon
12856,19429,DAX Production
12857,19431,Cammot
12858,19433,Unknown
12859,19437,Animaruya
12860,19445,Fuji TV
12861,19447,Lantis
12862,19457,Studio Kaab
12863,19463,Mushi Production
12864,19463,Studio Liberty
12865,19467,Studio Kaab
12866,19469,Opera House
12867,19479,WOWOW
12868,19481,Kamikaze Douga
12869,19489,Half H.P Studio
12870,19489,Ultra Super Pictures
12871,19489,TOHO animation
12872,19489,Good Smile Company
12873,19495,Unknown
12874,19497,Tokyo Movie Shinsha
12875,19501,Studio Kaab
12876,19505,Unknown
12877,19511,Unknown
12878,19513,Mushi Production
12879,19515,Unknown
12880,19517,Sanrio
12881,19519,Toy's Factory
12882,19521,Toy's Factory
12883,19523,Angelfish
12884,19533,TBS
12885,19535,Unknown
12886,19547,Unknown
12887,19555,Unknown
12888,19557,VAP
12889,19559,TBS
12890,19559,Magic Bus
12891,19569,Pashmina
12892,19573,Unknown
12893,19575,Unknown
12894,19581,Kodansha
12895,19583,Unknown
12896,19585,Yomiuri Telecasting
12897,19585,Studio Jack
12898,19585,Meruhensha
12899,19587,Pony Canyon
12900,19587,Nippon Columbia
12901,19597,Shogakukan-Shueisha Productions
12902,19613,Shochiku
12903,19613,Kodansha
12904,19613,Ultra Super Pictures
12905,19613,Avex Pictures
12906,19613,Sammy
12907,19619,TV Tokyo
12908,19619,Studio Jack
12909,19627,Bandai Visual
12910,19627,TV Asahi
12911,19629,Queen Bee
12912,19631,Queen Bee
12913,19633,SPEED
12914,19635,MS Pictures
12915,19635,BOOTLEG
12916,19645,Unknown
12917,19647,VAP
12918,19647,Kodansha
12919,19647,Nippon Television Network
12920,19653,Bandai Visual
12921,19653,Nitroplus
12922,19653,Bushiroad
12923,19653,Orange
12924,19653,Bushiroad Music
12925,19669,Unknown
12926,19671,Lantis
12927,19671,Animation Do
12928,19681,Unknown
12929,19683,Unknown
12930,19685,KlockWorx
12931,19687,Vasoon Animation
12932,19695,Studio Kaab
12933,19697,Unknown
12934,19703,Asatsu DK
12935,19703,Dwango
12936,19703,Sony Music Communications
12937,19703,Bandai Channel
12938,19703,Aoni Production
12939,19705,Sanrio
12940,19717,Unknown
12941,19727,Unknown
12942,19729,Unknown
12943,19731,Tezuka Productions
12944,19745,Unknown
12945,19747,Agent 21
12946,19749,Unknown
12947,19751,Unknown
12948,19753,Unknown
12949,19755,Unknown
12950,19759,Kansai Telecasting
12951,19769,Media Factory
12952,19769,TBS
12953,19769,flying DOG
12954,19773,Unknown
12955,19775,Starchild Records
12956,19775,Mainichi Broadcasting System
12957,19775,Kodansha
12958,19775,KlockWorx
12959,19781,Vasoon Animation
12960,19783,KSS
12961,19797,KSS
12962,19799,Nippon Columbia
12963,19799,LandQ studios
12964,19811,Unknown
12965,19815,Frontier Works
12966,19815,Media Factory
12967,19815,Movic
12968,19815,AT-X
12969,19817,Agent 21
12970,19825,Asatsu DK
12971,19825,Nagoya Broadcasting Network
12972,19831,Fuji TV
12973,19831,Yomiuri Advertising
12974,19839,Unknown
12975,19841,AIC
12976,19843,Unknown
12977,19845,Aniplex
12978,19845,I was a Ballerina
12979,19849,CoMix Wave Films
12980,19855,VAP
12981,19855,Earth Star Entertainment
12982,19857,Pink Pineapple
12983,19859,Pink Pineapple
12984,19871,TV Tokyo
12985,19871,Avex Entertainment
12986,19871,Dentsu
12987,19873,Unknown
12988,19875,Daiko
12989,19877,Unknown
12990,19879,Unknown
12991,19887,Unknown
12992,19889,Starchild Records
12993,19897,Unknown
12994,19899,Shogakukan-Shueisha Productions
12995,19899,Toho
12996,19901,P Productions
12997,19905,Tama Production
12998,19905,Tokyo MX
12999,19907,Mushi Production
13000,19909,Nippon Columbia
13001,19917,Tokyo Movie Shinsha
13002,19919,VAP
13003,19919,Nippon Television Network
13004,19919,Bouncy
13005,19919,Just Production
13006,19919,JP Room
13007,19921,Trans Arts
13008,19921,Kodansha
13009,19921,Creative Bridge
13010,19923,Nippon Columbia
13011,19923,Grouper Productions
13012,19925,CoMix Wave Films
13013,19941,Unknown
13014,19943,Mushi Production
13015,19945,Aniplex
13016,19947,Unknown
13017,19951,VAP
13018,19951,Nippon Television Network
13019,19951,Shueisha
13020,19951,Hiroshima Television
13021,19953,Shochiku
13022,19953,AT-X
13023,19953,flying DOG
13024,19953,Q-Tec
13025,19953,Toppan Printing
13026,19953,Tablier Communications
13027,19953,Nippon Ichi Software
13028,19957,Group TAC
13029,19959,KSS
13030,19961,Fuji TV
13031,19965,Unknown
13032,19971,Topcraft
13033,19973,Unknown
13034,19977,Unknown
13035,19981,Dentsu
13036,19981,Fuji TV
13037,19983,Unknown
13038,19985,NHK
13039,19985,Tele-Cartoon Japan
13040,19987,Fuji TV
13041,19989,Nihon Hoso Eigasha
13042,19991,Nihon Hoso Eigasha
13043,19993,Mainichi Broadcasting System
13044,19995,Unknown
13045,19997,Hoso Seisaku Doga
13046,19999,Fuji TV
13047,20001,Unknown
13048,20003,Tokyo Movie Shinsha
13049,20005,Fuji TV
13050,20007,Unknown
13051,20009,Otogi Production
13052,20021,Aniplex
13053,20023,Fuji TV
13054,20023,Studio Zero
13055,20025,Fuji TV
13056,20027,Unknown
13057,20031,TV Tokyo
13058,20031,Media Factory
13059,20031,Kadokawa Shoten
13060,20031,AT-X
13061,20031,DAX Production
13062,20031,Sony Music Communications
13063,20031,Toranoana
13064,20033,TV Tokyo
13065,20033,Starchild Records
13066,20035,Geneon Universal Entertainment
13067,20039,Pony Canyon
13068,20045,Lantis
13069,20047,Pony Canyon
13070,20047,TBS
13071,20053,Pony Canyon
13072,20053,Showgate
13073,20057,Bandai Visual
13074,20057,flying DOG
13075,20057,Bandai Namco Entertainment
13076,20075,TV Asahi
13077,20077,Fuji TV
13078,20079,Knack Productions
13079,20081,Meruhensha
13080,20083,Unknown
13081,20085,TBS
13082,20085,Studio Sign
13083,20085,Public & Basic
13084,20087,TV Tokyo
13085,20093,Knack Productions
13086,20095,Knack Productions
13087,20109,Unknown
13088,20111,Unknown
13089,20113,VAP
13090,20115,TV Asahi
13091,20115,Wako Productions
13092,20117,Unknown
13093,20123,Trans Arts
13094,20125,Unknown
13095,20127,Fuji TV
13096,20141,Unknown
13097,20143,Triangle Staff
13098,20145,Unknown
13099,20147,Tohokushinsha Film Corporation
13100,20153,Calf Studio
13101,20155,Project No.9
13102,20155,Studio Blanc
13103,20159,Unknown
13104,20173,Four Some
13105,20173,Coamix
13106,20173,North Stars Pictures
13107,20175,Tokyo Movie Shinsha
13108,20177,Unknown
13109,20183,Group TAC
13110,20185,TV Asahi
13111,20185,Shogakukan-Shueisha Productions
13112,20185,Asatsu DK
13113,20187,Aniplex
13114,20189,Avex Entertainment
13115,20189,Tezuka Productions
13116,20199,TV Tokyo
13117,20199,Tsuchida Productions
13118,20201,Kitty Films
13119,20205,Unknown
13120,20207,Unknown
13121,20221,Starchild Records
13122,20223,TV Asahi
13123,20225,TV Asahi
13124,20227,Unknown
13125,20229,Kyodo Eiga
13126,20231,Group TAC
13127,20233,Studio Zero
13128,20235,Unknown
13129,20237,TBS
13130,20237,Nippon Television Network
13131,20239,TV Asahi
13132,20239,Tokyo Movie Shinsha
13133,20239,Mainichi Broadcasting System
13134,20241,Tokyo Movie Shinsha
13135,20243,TV Asahi
13136,20261,Unknown
13137,20267,TV Tokyo
13138,20329,KlockWorx
13139,20329,Studio Mausu
13140,20353,Toei Video
13141,20355,Unknown
13142,20359,Kodansha
13143,20365,Lantis
13144,20371,Kadokawa Shoten
13145,20377,Pink Pineapple
13146,20379,Pink Pineapple
13147,20381,Tezuka Productions
13148,20383,T.O Entertainment
13149,20385,Unknown
13150,20391,Aniplex
13151,20391,Lantis
13152,20423,Unknown
13153,20431,Starchild Records
13154,20431,Mainichi Broadcasting System
13155,20431,Kodansha
13156,20441,Unknown
13157,20449,Unknown
13158,20453,Liverpool
13159,20457,DAX Production
13160,20457,flying DOG
13161,20463,Tokyo Movie Shinsha
13162,20469,Himeyuri Alumnae Incorporated Foundation
13163,20469,ASIA Documentary Productions
13164,20471,Unknown
13165,20473,DAX Production
13166,20473,Earth Star Entertainment
13167,20479,Frontier Works
13168,20479,Idea Factory
13169,20499,Unknown
13170,20505,Universal Radio Studio
13171,20507,Avex Entertainment
13172,20507,Dentsu
13173,20507,Shochiku
13174,20507,Kodansha
13175,20507,Movic
13176,20507,Ai Addiction
13177,20507,Lawson HMV Entertainment
13178,20507,A-Sketch
13179,20509,Lantis
13180,20509,Kadokawa Shoten
13181,20509,AT-X
13182,20509,DAX Production
13183,20509,KlockWorx
13184,20509,Tokyo MX
13185,20509,Kadokawa Media House
13186,20517,Unknown
13187,20529,Sony Music Entertainment
13188,20533,Sotsu
13189,20533,Pony Canyon
13190,20533,Nippon Ichi Software
13191,20539,Yomiko Advertising
13192,20539,BeeWorks
13193,20541,Sotsu
13194,20541,DAX Production
13195,20541,TOHO animation
13196,20541,RAY
13197,20541,Ichijinsha
13198,20543,Toei Animation
13199,20543,Avex Entertainment
13200,20543,Pony Canyon
13201,20543,Sega
13202,20543,Showgate
13203,20543,Q-Tec
13204,20545,Unknown
13205,20547,Unknown
13206,20555,Genco
13207,20555,Pony Canyon
13208,20555,Movic
13209,20555,Half H.P Studio
13210,20555,AT-X
13211,20555,Nitroplus
13212,20555,KlockWorx
13213,20555,Showgate
13214,20555,Good Smile Company
13215,20557,Pony Canyon
13216,20581,CoMix Wave Films
13217,20583,Mainichi Broadcasting System
13218,20583,TOHO animation
13219,20583,Shueisha
13220,20587,Fuji TV
13221,20589,Lune Pictures
13222,20589,Milkshake
13223,20603,Fuji TV
13224,20613,Unknown
13225,20649,Unknown
13226,20651,Aniplex
13227,20651,Nihon Ad Systems
13228,20655,Unknown
13229,20667,Bandai
13230,20671,Unknown
13231,20673,Unknown
13232,20689,TV Tokyo
13233,20689,Avex Entertainment
13234,20689,Sotsu
13235,20689,Movic
13236,20689,AT-X
13237,20689,DAX Production
13238,20689,DIVE II Entertainment
13239,20689,Shueisha
13240,20703,Dentsu
13241,20705,Fuji TV
13242,20707,Sony Music Entertainment
13243,20709,Bandai Visual
13244,20709,Lantis
13245,20709,Kodansha
13246,20709,Banpresto
13247,20709,NichiNare
13248,20713,Unknown
13249,20715,Unknown
13250,20723,Unknown
13251,20725,Unknown
13252,20743,TV Tokyo
13253,20745,Lantis
13254,20755,NHK
13255,20757,ZIZ Entertainment (ZIZ)
13256,20767,Avex Entertainment
13257,20767,Ai Addiction
13258,20785,Aniplex
13259,20785,Square Enix
13260,20785,Movic
13261,20785,ASCII Media Works
13262,20787,Geneon Universal Entertainment
13263,20787,AT-X
13264,20787,Showgate
13265,20787,NBCUniversal Entertainment Japan
13266,20797,Nippon Television Network
13267,20799,Unknown
13268,20801,Pink Pineapple
13269,20811,Unknown
13270,20815,Kadokawa Shoten
13271,20835,TMS Entertainment
13272,20835,TMS Music
13273,20843,Starchild Records
13274,20847,Starchild Records
13275,20849,Unknown
13276,20853,Kadokawa Shoten
13277,20853,flying DOG
13278,20853,Fujimi Shobo
13279,20855,Unknown
13280,20857,Unknown
13281,20869,Space Neko Company
13282,20871,Unknown
13283,20873,CoMix Wave Films
13284,20877,Lantis
13285,20889,Exa International
13286,20899,Yomiko Advertising
13287,20899,Warner Bros. Japan
13288,20899,Kamikaze Douga
13289,20899,KlockWorx
13290,20899,Shueisha
13291,20903,Ultra Super Pictures
13292,20907,Unknown
13293,20909,Lantis
13294,20909,Pony Canyon
13295,20913,Poncotan
13296,20919,Frontier Works
13297,20919,Idea Factory
13298,20919,Sentai Filmworks
13299,20919,Showgate
13300,20929,Unknown
13301,20931,Takeshobo
13302,20931,Studio CHANT
13303,20939,DAX Production
13304,20939,Studio Jack
13305,20945,Unknown
13306,20951,Unknown
13307,20955,CoMix Wave Films
13308,20959,Milky Animation Label
13309,20961,Unknown
13310,20963,Benesse Corporation
13311,20965,Unknown
13312,20969,Tezuka Productions
13313,20971,Koei
13314,20973,Aniplex
13315,20973,Dentsu
13316,20973,flying DOG
13317,20973,Notes
13318,20973,Atelier Musa
13319,20973,Ichijinsha
13320,20975,Bandai Visual
13321,20977,Unknown
13322,20987,Unknown
13323,20995,MS Pictures
13324,20999,Unknown
13325,21001,T-Rex
13326,21009,Movic
13327,21009,Earth Star Entertainment
13328,21013,TV Tokyo
13329,21019,Unknown
13330,21021,Studio Kelmadick
13331,21025,Unknown
13332,21027,Studio Dadashow
13333,21031,Kinoshita Group Holdings
13334,21033,Media Factory
13335,21033,AT-X
13336,21033,Sony Music Communications
13337,21033,Tsukuru no Mori
13338,21037,KAGAYA Studio
13339,21039,Unknown
13340,21041,Warner Music Japan
13341,21053,Kyotoma
13342,21053,PoPoCo
13343,21055,Ajia-Do
13344,21059,Pink Pineapple
13345,21065,Unknown
13346,21067,Dream Creation
13347,21069,Pashmina
13348,21073,Unknown
13349,21075,Frontier Works
13350,21077,Unknown
13351,21081,Shanghai Animation Film Studio
13352,21085,Bandai Visual
13353,21085,Lantis
13354,21085,Kodansha
13355,21085,Movic
13356,21085,I Will
13357,21089,Unknown
13358,21097,Unknown
13359,21099,Animaruya
13360,21101,Aubec
13361,21103,Unknown
13362,21105,Kadokawa Shoten
13363,21107,Unknown
13364,21119,Unknown
13365,21121,Meruhensha
13366,21129,Shanghai Animation Film Studio
13367,21161,Mushi Production
13368,21163,Kyowa Film
13369,21163,Meruhensha
13370,21167,Sotsu
13371,21167,Pony Canyon
13372,21177,TV Tokyo
13373,21177,Sotsu
13374,21177,Lantis
13375,21177,Media Factory
13376,21179,Youmex
13377,21185,NHK
13378,21189,TV Tokyo
13379,21189,Avex Entertainment
13380,21189,Sotsu
13381,21189,Sega
13382,21189,Gakken
13383,21189,Rakuonsha
13384,21189,AT-X
13385,21189,Toho
13386,21189,DIVE II Entertainment
13387,21189,Good Smile Company
13388,21195,TV Tokyo
13389,21195,Aniplex
13390,21195,Dentsu
13391,21195,Media Factory
13392,21201,Earth Star Entertainment
13393,21215,Lantis
13394,21215,Studio Kikan
13395,21235,Unknown
13396,21241,Unknown
13397,21255,Tokyo Movie Shinsha
13398,21267,Sega
13399,21267,Half H.P Studio
13400,21273,Frontier Works
13401,21273,Sotsu
13402,21273,Magic Capsule
13403,21273,Showgate
13404,21273,Houbunsha
13405,21273,NBCUniversal Entertainment Japan
13406,21273,RAY
13407,21275,Unknown
13408,21277,Unknown
13409,21291,Tokyo Movie Shinsha
13410,21293,VAP
13411,21293,Tokyo Movie Shinsha
13412,21295,VAP
13413,21295,Tokyo Movie Shinsha
13414,21297,Tokyo Movie Shinsha
13415,21305,Unknown
13416,21325,TV Tokyo
13417,21327,Nihon Ad Systems
13418,21327,Pony Canyon
13419,21327,DAX Production
13420,21327,TOHO animation
13421,21329,Aniplex
13422,21329,Kodansha
13423,21329,Delfi Sound
13424,21333,Unknown
13425,21335,Toshiba Entertainment
13426,21339,Dentsu
13427,21339,Fuji TV
13428,21339,Nitroplus
13429,21339,Sony Music Entertainment
13430,21339,TOHO animation
13431,21339,Kyoraku Industrial Holdings
13432,21349,ChiChinoya
13433,21353,Lantis
13434,21353,Rakuonsha
13435,21353,KlockWorx
13436,21353,Tokyo MX
13437,21363,Milky Animation Label
13438,21363,MS Pictures
13439,21373,Media Factory
13440,21393,Pink Pineapple
13441,21395,Futabasha
13442,21395,Imagine
13443,21405,TBS
13444,21407,Unknown
13445,21409,Unknown
13446,21415,Genco
13447,21415,Movic
13448,21415,AT-X
13449,21419,Unknown
13450,21421,Unknown
13451,21427,DAX Production
13452,21431,VAP
13453,21433,Unknown
13454,21435,Earth Star Entertainment
13455,21435,Tokyo MX
13456,21435,Good Smile Company
13457,21435,Yomiuri TV Enterprise
13458,21435,Jinnan Studio
13459,21435,Radio Osaka
13460,21435,TSUTAYA
13461,21435,Ashisuto
13462,21437,Bandai Visual
13463,21437,Lantis
13464,21437,Bandai Namco Live Creative
13465,21437,Bandai Namco Games
13466,21437,Banpresto
13467,21437,Bandai Channel
13468,21439,Showgate
13469,21439,King Records
13470,21441,CoMix Wave Films
13471,21447,Opera House
13472,21447,On-Lead
13473,21451,Unknown
13474,21467,Unknown
13475,21469,Toho
13476,21469,Robot Communications
13477,21471,Kamikaze Douga
13478,21473,Aniplex
13479,21473,Atlus
13480,21475,Unknown
13481,21479,Unknown
13482,21483,Group TAC
13483,21483,Mainichi Broadcasting System
13484,21483,Toho
13485,21485,Sotsu
13486,21487,Tokyo Movie Shinsha
13487,21489,Tokyo Movie Shinsha
13488,21491,Tokyo Movie Shinsha
13489,21493,Unknown
13490,21495,Unknown
13491,21497,Unknown
13492,21507,TV Tokyo
13493,21507,Dentsu
13494,21507,Square Enix
13495,21507,Sony Music Communications
13496,21509,Unknown
13497,21511,flying DOG
13498,21513,Queen Bee
13499,21517,Unknown
13500,21521,D3
13501,21521,White Bear
13502,21523,Shogakukan Music & Digital Entertainment
13503,21525,Studio Lotus
13504,21539,Unknown
13505,21541,Media Factory
13506,21545,Unknown
13507,21547,Unknown
13508,21549,Unknown
13509,21551,Mushi Production
13510,21551,Nippon Television Network
13511,21553,Sotsu
13512,21553,Magic Lantern Film
13513,21557,Dentsu
13514,21557,Toho
13515,21557,Walt Disney Studios
13516,21557,Nippon Television Network
13517,21561,Aniplex
13518,21561,Dentsu
13519,21561,Movic
13520,21561,Fuji TV
13521,21561,BIGLOBE
13522,21561,Kyoraku Industrial Holdings
13523,21563,Frontier Works
13524,21563,Broccoli
13525,21563,Movic
13526,21563,Showgate
13527,21569,Unknown
13528,21571,Unknown
13529,21573,Starchild Records
13530,21573,Memory-Tech
13531,21573,Bushiroad
13532,21573,MAGES.
13533,21573,Kinyosha
13534,21575,Bandai Visual
13535,21587,Steve N' Steven
13536,21591,Unknown
13537,21595,TV Tokyo
13538,21595,Nihon Ad Systems
13539,21597,Suzuki Mirano
13540,21599,Avex Entertainment
13541,21599,Genco
13542,21603,Aniplex
13543,21603,1st PLACE
13544,21603,Tokyo MX
13545,21603,BS11
13546,21607,Mirai Film
13547,21635,Unknown
13548,21639,TV Tokyo
13549,21639,Nihon Ad Systems
13550,21639,Marvelous AQL
13551,21641,Lantis
13552,21641,Infinite
13553,21647,Pony Canyon
13554,21647,TBS
13555,21649,Starchild Records
13556,21649,Grooove
13557,21653,Overlap
13558,21659,Aniplex
13559,21659,Kadokawa Shoten
13560,21663,Unknown
13561,21667,Media Factory
13562,21671,Unknown
13563,21677,Avex Entertainment
13564,21677,Dentsu
13565,21677,Shochiku
13566,21677,Mainichi Broadcasting System
13567,21677,Bandai Namco Entertainment
13568,21677,Good Smile Company
13569,21677,A-Sketch
13570,21679,Unknown
13571,21681,TV Tokyo
13572,21681,Avex Entertainment
13573,21681,Sotsu
13574,21681,Movic
13575,21681,AT-X
13576,21681,DIVE II Entertainment
13577,21681,Bandai Namco Games
13578,21695,TV Tokyo
13579,21701,Unknown
13580,21703,TV Tokyo
13581,21707,TV Tokyo
13582,21711,Unknown
13583,21713,Unknown
13584,21715,NHK
13585,21717,NHK
13586,21729,Dentsu
13587,21729,Sotsu
13588,21729,Bushiroad
13589,21737,Unknown
13590,21743,VAP
13591,21743,Nippon Television Network
13592,21749,Unknown
13593,21751,Unknown
13594,21755,Nihon Ad Systems
13595,21761,Unknown
13596,21763,Unknown
13597,21765,Gakken
13598,21771,TV Tokyo
13599,21773,TV Tokyo
13600,21775,Unknown
13601,21781,Shueisha
13602,21797,Unknown
13603,21809,Genco
13604,21809,Lantis
13605,21809,AT-X
13606,21809,Showgate
13607,21809,Kadokawa
13608,21821,Unknown
13609,21829,Pink Pineapple
13610,21831,NHK
13611,21833,NHK
13612,21835,Unknown
13613,21843,NBCUniversal Entertainment Japan
13614,21843,Cygames
13615,21845,Starchild Records
13616,21851,VAP
13617,21851,Bouncy
13618,21851,Just Production
13619,21851,JP Room
13620,21853,Lantis
13621,21855,Aniplex
13622,21855,Kodansha
13623,21861,Unknown
13624,21863,Lantis
13625,21863,Magic Capsule
13626,21863,Showgate
13627,21867,Unknown
13628,21869,Bandai Visual
13629,21875,Khara
13630,21877,Square Enix
13631,21877,Warner Bros. Japan
13632,21877,KlockWorx
13633,21877,Good Smile Company
13634,21879,I was a Ballerina
13635,21881,Aniplex
13636,21881,Genco
13637,21881,ASCII Media Works
13638,21881,Bandai Namco Games
13639,21891,Unknown
13640,21899,Unknown
13641,21913,NHK
13642,21925,Mary Jane
13643,21933,Tokyo Movie Shinsha
13644,21935,Tokyo Movie Shinsha
13645,21937,Tokyo Movie Shinsha
13646,21939,Aniplex
13647,21939,Kodansha
13648,21939,Delfi Sound
13649,21941,Tokyo Movie Shinsha
13650,21943,Tokyo Movie Shinsha
13651,21945,Tokyo Movie Shinsha
13652,21947,Tokyo Movie Shinsha
13653,21951,Tokyo Movie Shinsha
13654,21953,Tokyo Movie Shinsha
13655,21955,Tokyo Movie Shinsha
13656,21957,Tokyo Movie Shinsha
13657,21959,Tokyo Movie Shinsha
13658,21961,Tokyo Movie Shinsha
13659,21963,Tokyo Movie Shinsha
13660,21967,Tokyo Movie Shinsha
13661,21969,Tokyo Movie Shinsha
13662,21971,Tokyo Movie Shinsha
13663,21973,Tokyo Movie Shinsha
13664,21975,Tokyo Movie Shinsha
13665,21981,MMDGP
13666,21995,Mainichi Broadcasting System
13667,21995,Movic
13668,21995,Sony Music Entertainment
13669,21995,TOHO animation
13670,21995,Shueisha
13671,21995,BS11
13672,21995,Animatic
13673,21995,Hakuhodo DY Media Partners
13674,21995,Sony PCL
13675,21997,Shogakukan-Shueisha Productions
13676,21999,TV Tokyo
13677,21999,Shogakukan-Shueisha Productions
13678,22013,Bandai Visual
13679,22031,Avex Entertainment
13680,22031,TV Asahi
13681,22035,Tokyo Movie Shinsha
13682,22037,Tokyo Movie Shinsha
13683,22039,Pashmina
13684,22043,TV Tokyo
13685,22043,Dentsu
13686,22049,VAP
13687,22053,Unknown
13688,22055,Unknown
13689,22057,DAX Production
13690,22057,flying DOG
13691,22059,Unknown
13692,22065,Kitty Films
13693,22069,BreakBottle
13694,22071,DAX Production
13695,22071,TOHO animation
13696,22081,Toranoana
13697,22093,Unknown
13698,22097,Aniplex
13699,22097,Shogakukan
13700,22099,Tokyo Movie Shinsha
13701,22099,Sega
13702,22099,TMS Music
13703,22101,VAP
13704,22101,Hakusensha
13705,22101,Nippon Television Network
13706,22111,Unknown
13707,22113,Studio Moriken
13708,22117,Unknown
13709,22119,Cosmos
13710,22123,DAX Production
13711,22123,Dream Creation
13712,22125,Unknown
13713,22131,TV Tokyo
13714,22135,Aniplex
13715,22135,Dentsu
13716,22135,Fuji TV
13717,22135,Kyoraku Industrial Holdings
13718,22135,Science SARU
13719,22137,Unknown
13720,22145,Aniplex
13721,22145,Square Enix
13722,22145,Mainichi Broadcasting System
13723,22145,Movic
13724,22145,DeNA
13725,22147,Avex Entertainment
13726,22147,TBS
13727,22147,DAX Production
13728,22147,flying DOG
13729,22147,Mobcast
13730,22157,Unknown
13731,22159,Unknown
13732,22161,Unknown
13733,22163,Unknown
13734,22165,Unknown
13735,22167,Unknown
13736,22169,Unknown
13737,22171,Unknown
13738,22173,Unknown
13739,22175,Unknown
13740,22177,Unknown
13741,22179,Unknown
13742,22181,Unknown
13743,22189,TBS
13744,22189,DAX Production
13745,22189,Nippon Columbia
13746,22189,Overlap
13747,22189,Fuji Creative
13748,22189,Ichijinsha
13749,22197,Unknown
13750,22199,Square Enix
13751,22199,TOHO animation
13752,22205,Unknown
13753,22215,Unknown
13754,22219,Fuji TV
13755,22219,P Productions
13756,22221,Mainichi Broadcasting System
13757,22221,Otogi Production
13758,22225,flying DOG
13759,22231,Bandai Visual
13760,22239,Unknown
13761,22241,Unknown
13762,22247,Unknown
13763,22249,NHK
13764,22255,Unknown
13765,22265,Lantis
13766,22265,Iwatobi High School Swimming Club
13767,22265,Asahi Broadcasting
13768,22271,Studio Zain
13769,22273,Magic Capsule
13770,22273,Warner Bros. Japan
13771,22273,Showgate
13772,22275,Unknown
